    number     Model      flag         y         k       L_H       L_L       c_H       c_L       V_H       V_L      V_HL
         5         3         1    0.0726    0.1350    0.2106    0.6592    0.0609    0.0464  420.7794  398.4523    1.0560
         5         3         1    0.0201    0.0190    0.1247    0.6297    0.0344    0.0101  235.2545  184.2525    1.2768
         5         3         1    0.0241    0.0538    0.1708    0.6922    0.0313    0.0081  449.1016  343.0105    1.3093
         5         3         1    0.0743    0.1332    0.2115    0.6609    0.0617    0.0487  436.0516  415.8533    1.0486
         5         3         1    0.0749    0.1326    0.2118    0.6614    0.0620    0.0495  441.3681  421.9023    1.0461
         5         3         1    0.0755    0.1319    0.2120    0.6619    0.0623    0.0503  446.8046  428.0835    1.0437
         5         3         1    0.0761    0.1313    0.2122    0.6624    0.0625    0.0511  452.3657  434.4018    1.0414
         5         3         1    0.0767    0.1307    0.2124    0.6628    0.0628    0.0519  458.0561  440.8626    1.0390
         5         3         1    0.0772    0.1301    0.2126    0.6633    0.0630    0.0527  463.8810  447.4714    1.0367
         5         3         1    0.0778    0.1294    0.2128    0.6637    0.0633    0.0535  469.8455  454.2338    1.0344
         5         3         1    0.0784    0.1288    0.2130    0.6642    0.0635    0.0543  475.9552  461.1560    1.0321
         5         3         1    0.0790    0.1282    0.2132    0.6646    0.0638    0.0551  482.2158  468.2445    1.0298
         5         3         1    0.0795    0.1275    0.2133    0.6650    0.0640    0.0559  488.6336  475.5057    1.0276
         5         3         1    0.0801    0.1269    0.2135    0.6654    0.0643    0.0567  495.2148  482.9469    1.0254
         5         3         1    0.0807    0.1262    0.2136    0.6658    0.0645    0.0575  501.9661  490.5753    1.0232
         5         3         1    0.0813    0.1256    0.2137    0.6662    0.0647    0.0583  508.8946  498.3989    1.0211
         5         3         1    0.0819    0.1250    0.2138    0.6666    0.0649    0.0591  516.0081  506.4258    1.0189
         5         3         1    0.0824    0.1243    0.2139    0.6670    0.0652    0.0600  523.3140  514.6646    1.0168
         5         3         1    0.0830    0.1237    0.2140    0.6674    0.0654    0.0608  530.8208  523.1247    1.0147
         5         3         1    0.0836    0.1230    0.2141    0.6677    0.0656    0.0616  538.5373  531.8156    1.0126
         5         3         1    0.0842    0.1224    0.2142    0.6681    0.0658    0.0624  546.4727  540.7476    1.0106
         5         3         1    0.0848    0.1217    0.2142    0.6684    0.0660    0.0633  554.6369  549.9316    1.0086
         5         3         1    0.0853    0.1210    0.2143    0.6687    0.0662    0.0641  563.0403  559.3790    1.0065
         5         3         1    0.0859    0.1204    0.2143    0.6691    0.0664    0.0649  571.6938  569.1019    1.0046
         5         3         1    0.0865    0.1197    0.2144    0.6694    0.0666    0.0658  580.6092  579.1133    1.0026
         5         3         1    0.0871    0.1191    0.2144    0.6697    0.0668    0.0666  589.7988  589.4269    1.0006
         5         3         1    0.0877    0.1184    0.2144    0.6700    0.0670    0.0675  599.2759  600.0573    0.9987
         5         3         1    0.0883    0.1178    0.2144    0.6703    0.0672    0.0683  609.0546  611.0200    0.9968
         5         3         1    0.0888    0.1171    0.2144    0.6706    0.0674    0.0692  619.1498  622.3316    0.9949
         5         3         1    0.0894    0.1164    0.2144    0.6709    0.0676    0.0700  629.5773  634.0095    0.9930
         5         3         1    0.0900    0.1158    0.2144    0.6712    0.0678    0.0709  640.3544  646.0728    0.9911
         5         3         1    0.0906    0.1151    0.2144    0.6715    0.0680    0.0717  651.4990  658.5413    0.9893
         5         3         1    0.0912    0.1145    0.2144    0.6717    0.0682    0.0726  663.0307  671.4368    0.9875
         5         3         1    0.0918    0.1138    0.2143    0.6720    0.0683    0.0735  674.9705  684.7822    0.9857
         5         3         1    0.0923    0.1131    0.2143    0.6723    0.0685    0.0743  687.3405  698.6022    0.9839
         5         3         1    0.0929    0.1125    0.2143    0.6725    0.0687    0.0752  700.1649  712.9234    0.9821
         5         3         1    0.0935    0.1118    0.2142    0.6728    0.0689    0.0761  713.4695  727.7744    0.9803
         5         3         1    0.0941    0.1112    0.2142    0.6730    0.0690    0.0769  727.2821  743.1858    0.9786
         5         3         1    0.0947    0.1105    0.2141    0.6733    0.0692    0.0778  741.6326  759.1908    0.9769
         5         3         1    0.0953    0.1098    0.2140    0.6735    0.0694    0.0787  756.5535  775.8252    0.9752
         5         3         1    0.0959    0.1092    0.2140    0.6737    0.0695    0.0795  772.0797  793.1277    0.9735
         5         3         1    0.0965    0.1085    0.2139    0.6740    0.0697    0.0804  788.2493  811.1402    0.9718
         5         3         1    0.0970    0.1079    0.2138    0.6742    0.0699    0.0813  805.1032  829.9082    0.9701
         5         3         1    0.0976    0.1072    0.2137    0.6744    0.0700    0.0822  822.6864  849.4812    0.9685
         5         3         1    0.0982    0.1065    0.2136    0.6746    0.0702    0.0831  841.0474  869.9129    0.9668
         5         3         1    0.0988    0.1059    0.2135    0.6749    0.0703    0.0840  860.2395  891.2621    0.9652
         5         3         1    0.0994    0.1052    0.2134    0.6751    0.0705    0.0849  880.3206  913.5929    0.9636
         5         3         1    0.1000    0.1046    0.2133    0.6753    0.0706    0.0858  901.3543  936.9757    0.9620
         5         3         1    0.1006    0.1039    0.2132    0.6755    0.0708    0.0866  923.4106  961.4876    0.9604
         5         3         1    0.1012    0.1032    0.2131    0.6757    0.0709    0.0875  946.5660  987.2133    0.9588
         5         3         1    0.1018    0.1026    0.2129    0.6759    0.0711    0.0884  970.9052 1014.2465    0.9573
         5         3         1    0.1024    0.1019    0.2128    0.6761    0.0712    0.0893  996.5219 1042.6905    0.9557
         5         3         1    0.1030    0.1013    0.2127    0.6763    0.0714    0.0902 1023.5195 1072.6599    0.9542
         5         3         1    0.1036    0.1006    0.2125    0.6765    0.0715    0.0911 1052.0133 1104.2819    0.9527
         5         3         1    0.1042    0.1000    0.2124    0.6766    0.0717    0.0921 1082.1316 1137.6984    0.9512
         5         3         1    0.1048    0.0993    0.2123    0.6768    0.0718    0.0930 1114.0176 1173.0677    0.9497
         5         3         1    0.1054    0.0986    0.2121    0.6770    0.0719    0.0939 1147.8324 1210.5676    0.9482
         5         3         1    0.1060    0.0980    0.2120    0.6772    0.0721    0.0948 1183.7566 1250.3980    0.9467
         5         3         1    0.1066    0.0973    0.2118    0.6773    0.0722    0.0957 1221.9945 1292.7845    0.9452
         5         3         1    0.1072    0.0967    0.2116    0.6775    0.0723    0.0966 1262.7774 1337.9829    0.9438
         5         3         1    0.1077    0.0960    0.2115    0.6777    0.0725    0.0975 1306.3687 1386.2841    0.9424
         5         3         1    0.1083    0.0954    0.2113    0.6779    0.0726    0.0985 1353.0693 1438.0208    0.9409
         5         3         1    0.1089    0.0947    0.2111    0.6780    0.0727    0.0994 1403.2247 1493.5747    0.9395
         5         3         1    0.1096    0.0941    0.2110    0.6782    0.0729    0.1003 1457.2334 1553.3864    0.9381
         5         3         1    0.1102    0.0934    0.2108    0.6783    0.0730    0.1012 1515.5569 1617.9656    0.9367
         5         3         1    0.1108    0.0928    0.2106    0.6785    0.0731    0.1021 1578.7372 1687.9120    0.9353
         5         3         1    0.1114    0.0921    0.2104    0.6786    0.0732    0.1031 1647.4049 1763.9219    0.9339
         5         3         1    0.1120    0.0915    0.2102    0.6788    0.0734    0.1040 1722.3091 1846.8233    0.9326
         5         3         1    0.1126    0.0908    0.2100    0.6789    0.0735    0.1049 1804.3406 1937.6006    0.9312
         5         3         1    0.1132    0.0902    0.2098    0.6791    0.0736    0.1059 1894.5679 2037.4350    0.9299
         5         3         1    0.1138    0.0896    0.2096    0.6792    0.0737    0.1068 1994.2853 2147.7565    0.9285
         5         3         1    0.1144    0.0889    0.2094    0.6794    0.0738    0.1077 2105.0735 2270.3124    0.9272
         5         3         1    0.1150    0.0883    0.2092    0.6795    0.0740    0.1087 2228.8851 2407.2605    0.9259
         6         3         1    0.0501    0.1596    0.1547    0.5893    0.0398    0.0215  257.0003  227.1789    1.1313
         6         3         1    0.0509    0.1601    0.1567    0.5924    0.0405    0.0221  259.7616  230.2510    1.1282
         6         3         1    0.0517    0.1604    0.1586    0.5953    0.0412    0.0228  262.5318  233.3512    1.1251
         6         3         1    0.0525    0.1608    0.1604    0.5981    0.0418    0.0235  265.3126  236.4803    1.1219
         6         3         1    0.0533    0.1611    0.1621    0.6008    0.0425    0.0242  268.1058  239.6395    1.1188
         6         3         1    0.0541    0.1613    0.1638    0.6034    0.0431    0.0250  270.9137  242.8299    1.1157
         6         3         1    0.0549    0.1615    0.1654    0.6058    0.0438    0.0257  273.7367  246.0524    1.1125
         6         3         1    0.0557    0.1617    0.1670    0.6081    0.0444    0.0264  276.5779  249.3084    1.1094
         6         3         1    0.0564    0.1618    0.1684    0.6103    0.0450    0.0272  279.4382  252.5987    1.1063
         6         3         1    0.0572    0.1619    0.1699    0.6125    0.0456    0.0279  282.3198  255.9249    1.1031
         6         3         1    0.0580    0.1619    0.1712    0.6145    0.0462    0.0287  285.2244  259.2880    1.1000
         6         3         1    0.0587    0.1619    0.1725    0.6165    0.0467    0.0294  288.1534  262.6894    1.0969
         6         3         1    0.0595    0.1619    0.1738    0.6184    0.0473    0.0302  291.1088  266.1303    1.0939
         6         3         1    0.0603    0.1618    0.1750    0.6202    0.0478    0.0310  294.0921  269.6121    1.0908
         6         3         1    0.0610    0.1617    0.1762    0.6219    0.0484    0.0318  297.1052  273.1363    1.0878
         6         3         1    0.0618    0.1616    0.1773    0.6236    0.0489    0.0326  300.1497  276.7041    1.0847
         6         3         1    0.0277    0.0481    0.1138    0.6294    0.0372    0.0136  257.2113  210.3495    1.2228
         6         3         1    0.0275    0.0466    0.1137    0.6294    0.0372    0.0136  257.6132  210.6605    1.2229
         6         3         1    0.0640    0.1612    0.1803    0.6282    0.0504    0.0350  309.4896  287.6851    1.0758
         6         3         1    0.0648    0.1609    0.1813    0.6296    0.0509    0.0358  312.6775  291.4432    1.0729
         6         3         1    0.0655    0.1607    0.1821    0.6310    0.0513    0.0366  315.9057  295.2529    1.0699
         6         3         1    0.0662    0.1605    0.1830    0.6323    0.0518    0.0374  319.1761  299.1159    1.0671
         6         3         1    0.0670    0.1602    0.1838    0.6336    0.0523    0.0383  322.4905  303.0340    1.0642
         6         3         1    0.0677    0.1599    0.1846    0.6348    0.0527    0.0391  325.8509  307.0092    1.0614
         6         3         1    0.0685    0.1596    0.1853    0.6360    0.0531    0.0400  329.2591  311.0432    1.0586
         6         3         1    0.0692    0.1593    0.1861    0.6372    0.0536    0.0408  332.7171  315.1380    1.0558
         6         3         1    0.0699    0.1589    0.1867    0.6383    0.0540    0.0417  336.2269  319.2958    1.0530
         6         3         1    0.0707    0.1586    0.1874    0.6394    0.0544    0.0426  339.7906  323.5186    1.0503
         6         3         1    0.0714    0.1582    0.1880    0.6404    0.0548    0.0434  343.4104  327.8085    1.0476
         6         3         1    0.0262    0.0342    0.1174    0.6301    0.0382    0.0139  250.7767  204.9987    1.2233
         6         3         1    0.0729    0.1574    0.1891    0.6424    0.0556    0.0452  350.8266  336.5991    1.0423
         6         3         1    0.0736    0.1570    0.1897    0.6433    0.0559    0.0461  354.6275  341.1045    1.0396
         6         3         1    0.0743    0.1566    0.1902    0.6443    0.0563    0.0470  358.4935  345.6866    1.0370
         6         3         1    0.0750    0.1562    0.1907    0.6451    0.0567    0.0478  362.4270  350.3481    1.0345
         6         3         1    0.0758    0.1557    0.1911    0.6460    0.0570    0.0488  366.4304  355.0917    1.0319
         6         3         1    0.0765    0.1553    0.1916    0.6468    0.0574    0.0497  370.5064  359.9201    1.0294
         6         3         1    0.0772    0.1548    0.1920    0.6476    0.0577    0.0506  374.6575  364.8363    1.0269
         6         3         1    0.0779    0.1543    0.1923    0.6484    0.0581    0.0515  378.8866  369.8434    1.0245
         6         3         1    0.0787    0.1538    0.1927    0.6492    0.0584    0.0524  383.1966  374.9445    1.0220
         6         3         1    0.0794    0.1533    0.1931    0.6499    0.0588    0.0533  387.5903  380.1430    1.0196
         6         3         1    0.0801    0.1528    0.1934    0.6506    0.0591    0.0543  392.0710  385.4421    1.0172
         6         3         1    0.0808    0.1523    0.1937    0.6513    0.0594    0.0552  396.6416  390.8456    1.0148
         6         3         1    0.0816    0.1518    0.1940    0.6520    0.0597    0.0561  401.3060  396.3572    1.0125
         6         3         1    0.0823    0.1513    0.1942    0.6527    0.0600    0.0571  406.0670  401.9808    1.0102
         6         3         1    0.0830    0.1508    0.1945    0.6533    0.0603    0.0580  410.9282  407.7201    1.0079
         6         3         1    0.0837    0.1502    0.1947    0.6540    0.0606    0.0590  415.8939  413.5799    1.0056
         6         3         1    0.0845    0.1497    0.1949    0.6546    0.0609    0.0599  420.9677  419.5643    1.0033
         6         3         1    0.0852    0.1491    0.1951    0.6552    0.0612    0.0609  426.1537  425.6780    1.0011
         6         3         1    0.0859    0.1486    0.1953    0.6557    0.0615    0.0618  431.4561  431.9258    0.9989
         6         3         1    0.0866    0.1480    0.1955    0.6563    0.0618    0.0628  436.8796  438.3129    0.9967
         6         3         1    0.0874    0.1474    0.1956    0.6569    0.0621    0.0638  442.4287  444.8446    0.9946
         6         3         1    0.0881    0.1469    0.1958    0.6574    0.0623    0.0647  448.1082  451.5263    0.9924
         6         3         1    0.0888    0.1463    0.1959    0.6579    0.0626    0.0657  453.9234  458.3641    0.9903
         6         3         1    0.0896    0.1457    0.1960    0.6584    0.0629    0.0667  459.8796  465.3639    0.9882
         6         3         1    0.0903    0.1451    0.1961    0.6589    0.0631    0.0677  465.9825  472.5323    0.9861
         6         3         1    0.0910    0.1445    0.1962    0.6594    0.0634    0.0687  472.2379  479.8760    0.9841
         6         3         1    0.0917    0.1440    0.1963    0.6599    0.0636    0.0697  478.6521  487.4022    0.9820
         6         3         1    0.0925    0.1434    0.1963    0.6604    0.0639    0.0707  485.2316  495.1183    0.9800
         6         3         1    0.0932    0.1428    0.1964    0.6608    0.0641    0.0717  491.9834  503.0323    0.9780
         6         3         1    0.0939    0.1422    0.1964    0.6613    0.0644    0.0727  498.9146  511.1524    0.9761
         6         3         1    0.0946    0.1416    0.1964    0.6617    0.0646    0.0737  506.0333  519.4876    0.9741
         6         3         1    0.0954    0.1409    0.1964    0.6621    0.0648    0.0747  513.3467  528.0470    0.9722
         6         3         1    0.0961    0.1403    0.1964    0.6625    0.0651    0.0757  520.8641  536.8404    0.9702
         6         3         1    0.0968    0.1397    0.1964    0.6629    0.0653    0.0767  528.5944  545.8782    0.9683
         6         3         1    0.0976    0.1391    0.1964    0.6633    0.0655    0.0777  536.5470  555.1715    0.9665
         6         3         1    0.0983    0.1385    0.1964    0.6637    0.0658    0.0787  544.7321  564.7317    0.9646
         6         3         1    0.0990    0.1379    0.1963    0.6641    0.0660    0.0798  553.1603  574.5713    0.9627
         6         3         1    0.0998    0.1372    0.1963    0.6645    0.0662    0.0808  561.8431  584.7032    0.9609
         6         3         1    0.1005    0.1366    0.1962    0.6648    0.0664    0.0818  570.7925  595.1415    0.9591
         6         3         1    0.1012    0.1360    0.1962    0.6652    0.0666    0.0829  580.0214  605.9007    0.9573
         6         3         1    0.1020    0.1354    0.1961    0.6655    0.0668    0.0839  589.5435  616.9968    0.9555
         6         3         1    0.1027    0.1347    0.1960    0.6659    0.0670    0.0850  599.3732  628.4463    0.9537
         6         3         1    0.1035    0.1341    0.1959    0.6662    0.0672    0.0860  609.5262  640.2672    0.9520
         6         3         1    0.1042    0.1335    0.1958    0.6665    0.0674    0.0870  620.0189  652.4784    0.9503
         6         3         1    0.1049    0.1328    0.1957    0.6669    0.0676    0.0881  630.8691  665.1004    0.9485
         6         3         1    0.1057    0.1322    0.1956    0.6672    0.0678    0.0892  642.0957  678.1550    0.9468
         6         3         1    0.1064    0.1316    0.1955    0.6675    0.0680    0.0902  653.7190  691.6654    0.9451
         6         3         1    0.1072    0.1309    0.1954    0.6678    0.0682    0.0913  665.7608  705.6568    0.9435
         6         3         1    0.1079    0.1303    0.1952    0.6681    0.0684    0.0923  678.2443  720.1558    0.9418
         6         3         1    0.1086    0.1297    0.1951    0.6684    0.0686    0.0934  691.1949  735.1916    0.9402
         6         3         1    0.1094    0.1290    0.1949    0.6687    0.0688    0.0945  704.6394  750.7953    0.9385
         6         3         1    0.1101    0.1284    0.1948    0.6690    0.0690    0.0955  718.6071  767.0004    0.9369
         6         3         1    0.1109    0.1278    0.1946    0.6692    0.0692    0.0966  733.1294  783.8429    0.9353
         6         3         1    0.1116    0.1271    0.1945    0.6695    0.0693    0.0977  748.2405  801.3624    0.9337
         6         3         1    0.1124    0.1265    0.1943    0.6698    0.0695    0.0988  763.9772  819.6012    0.9321
         6         3         1    0.1131    0.1258    0.1941    0.6700    0.0697    0.0999  780.3798  838.6057    0.9306
         6         3         1    0.1139    0.1252    0.1939    0.6703    0.0699    0.1010  797.4909  858.4249    0.9290
         6         3         1    0.1146    0.1245    0.1937    0.6705    0.0700    0.1020  815.3590  879.1144    0.9275
         6         3         1    0.1154    0.1239    0.1935    0.6708    0.0702    0.1031  834.0352  900.7333    0.9260
         6         3         1    0.1161    0.1233    0.1933    0.6710    0.0704    0.1042  853.5764  923.3470    0.9244
         6         3         1    0.1169    0.1226    0.1931    0.6713    0.0705    0.1053  874.0436  947.0256    0.9229
         6         3         1    0.1176    0.1220    0.1929    0.6715    0.0707    0.1064  895.5054  971.8481    0.9214
         6         3         1    0.1184    0.1213    0.1927    0.6717    0.0709    0.1075  918.0364  997.9003    0.9200
         6         3         1    0.1191    0.1207    0.1924    0.6720    0.0710    0.1086  941.7190 1025.2770    0.9185
         6         3         1    0.1199    0.1201    0.1922    0.6722    0.0712    0.1098  966.6437 1054.0828    0.9170
         6         3         1    0.1206    0.1194    0.1920    0.6724    0.0713    0.1109  992.9118 1084.4336    0.9156
         6         3         1    0.1214    0.1188    0.1917    0.6726    0.0715    0.1120 1020.6351 1116.4584    0.9142
         6         3         1    0.1222    0.1181    0.1915    0.6729    0.0717    0.1131 1049.9384 1150.3009    0.9128
         6         3         1    0.1229    0.1175    0.1912    0.6731    0.0718    0.1142 1080.9611 1186.1214    0.9113
         6         3         1    0.1237    0.1168    0.1910    0.6733    0.0720    0.1153 1113.8600 1224.1002    0.9099
         6         3         1    0.1244    0.1162    0.1907    0.6735    0.0721    0.1165 1148.8106 1264.4396    0.9086
         6         3         1    0.1252    0.1156    0.1905    0.6737    0.0723    0.1176 1186.0115 1307.3680    0.9072
         6         3         1    0.1260    0.1149    0.1902    0.6739    0.0724    0.1187 1225.6879 1353.1445    0.9058
         6         3         1    0.1267    0.1143    0.1899    0.6741    0.0725    0.1199 1268.0961 1402.0641    0.9044
         6         3         1    0.1275    0.1136    0.1896    0.6743    0.0727    0.1210 1313.5285 1454.4633    0.9031
         6         3         1    0.1283    0.1130    0.1894    0.6744    0.0728    0.1221 1362.3214 1510.7291    0.9018
         6         3         1    0.1290    0.1124    0.1891    0.6746    0.0730    0.1233 1414.8624 1571.3075    0.9004
         6         3         1    0.1298    0.1117    0.1888    0.6748    0.0731    0.1244 1471.6014 1636.7164    0.8991
         6         3         1    0.1306    0.1111    0.1885    0.6750    0.0732    0.1256 1533.0628 1707.5592    0.8978
         6         3         1    0.1313    0.1104    0.1882    0.6752    0.0734    0.1267 1599.8628 1784.5450    0.8965
         6         3         1    0.1321    0.1098    0.1879    0.6754    0.0735    0.1279 1672.7291 1868.5112    0.8952
         6         3         1    0.1329    0.1092    0.1876    0.6755    0.0736    0.1290 1752.5278 1960.4550    0.8939
         6         3         1    0.1336    0.1085    0.1873    0.6757    0.0738    0.1302 1840.2997 2061.5730    0.8927
         6         3         1    0.1344    0.1079    0.1870    0.6759    0.0739    0.1313 1937.3021 2173.3133    0.8914
         6         3         1    0.1352    0.1073    0.1867    0.6760    0.0740    0.1325 2045.0735 2297.4459    0.8902
         6         3         1    0.1360    0.1066    0.1863    0.6762    0.0742    0.1336 2165.5135 2436.1569    0.8889
         6         3         1    0.1368    0.1060    0.1860    0.6764    0.0743    0.1348 2300.9969 2592.1791    0.8877
         6         3         1    0.1375    0.1054    0.1857    0.6765    0.0744    0.1360 2454.5309 2768.9733    0.8864
         6         3         1    0.1383    0.1047    0.1854    0.6767    0.0746    0.1372 2629.9817 2970.9889    0.8852
         6         3         1    0.1391    0.1041    0.1850    0.6768    0.0747    0.1383 2832.4047 3204.0434    0.8840
         6         3         1    0.1399    0.1035    0.1847    0.6770    0.0748    0.1395 3068.5394 3475.8927    0.8828
         7         3         1    0.0481    0.1579    0.1608    0.5940    0.0406    0.0187  257.0680  220.1258    1.1678
         7         3         1    0.0489    0.1583    0.1629    0.5970    0.0413    0.0193  259.7843  223.1180    1.1643
         7         3         1    0.0497    0.1586    0.1648    0.5999    0.0421    0.0200  262.5062  226.1355    1.1608
         7         3         1    0.0504    0.1588    0.1667    0.6026    0.0427    0.0206  265.2357  229.1793    1.1573
         7         3         1    0.0511    0.1591    0.1686    0.6053    0.0434    0.0212  267.9746  232.2503    1.1538
         7         3         1    0.0519    0.1592    0.1703    0.6078    0.0441    0.0219  270.7247  235.3494    1.1503
         7         3         1    0.0526    0.1594    0.1720    0.6102    0.0447    0.0226  273.4874  238.4777    1.1468
         7         3         1    0.0533    0.1594    0.1736    0.6125    0.0454    0.0232  276.2647  241.6361    1.1433
         7         3         1    0.0541    0.1595    0.1752    0.6147    0.0460    0.0239  279.0583  244.8255    1.1398
         7         3         1    0.0548    0.1595    0.1767    0.6168    0.0466    0.0246  281.8698  248.0470    1.1364
         7         3         1    0.0555    0.1595    0.1781    0.6188    0.0472    0.0253  284.7009  251.3019    1.1329
         7         3         1    0.0562    0.1594    0.1795    0.6207    0.0478    0.0260  287.5532  254.5911    1.1295
         7         3         1    0.0569    0.1593    0.1808    0.6225    0.0483    0.0267  290.4284  257.9158    1.1261
         7         3         1    0.0576    0.1592    0.1821    0.6243    0.0489    0.0274  293.3282  261.2774    1.1227
         7         3         1    0.0583    0.1590    0.1833    0.6260    0.0494    0.0281  296.2542  264.6769    1.1193
         7         3         1    0.0267    0.0580    0.1150    0.6298    0.0342    0.0113  263.8055  211.5193    1.2472
         7         3         1    0.0597    0.1586    0.1856    0.6292    0.0505    0.0296  302.1917  271.5952    1.1127
         7         3         1    0.0264    0.0561    0.1144    0.6288    0.0340    0.0113  265.7232  212.9765    1.2477
         7         3         1    0.0611    0.1581    0.1877    0.6322    0.0515    0.0311  308.2543  278.6816    1.1061
         7         3         1    0.0258    0.0496    0.1154    0.6293    0.0348    0.0115  265.5312  212.9313    1.2470
         7         3         1    0.0625    0.1575    0.1896    0.6349    0.0525    0.0326  314.4555  285.9476    1.0997
         7         3         1    0.0632    0.1572    0.1905    0.6362    0.0529    0.0334  317.6124  289.6518    1.0965
         7         3         1    0.0639    0.1568    0.1914    0.6374    0.0534    0.0342  320.8091  293.4055    1.0934
         7         3         1    0.0645    0.1565    0.1922    0.6386    0.0538    0.0349  324.0476  297.2104    1.0903
         7         3         1    0.0652    0.1561    0.1930    0.6398    0.0543    0.0357  327.3294  301.0683    1.0872
         7         3         1    0.0659    0.1557    0.1938    0.6409    0.0547    0.0365  330.6566  304.9809    1.0842
         7         3         1    0.0666    0.1552    0.1945    0.6420    0.0551    0.0373  334.0310  308.9500    1.0812
         7         3         1    0.0673    0.1548    0.1952    0.6430    0.0555    0.0381  337.4544  312.9776    1.0782
         7         3         1    0.0679    0.1544    0.1959    0.6440    0.0560    0.0389  340.9289  317.0656    1.0753
         7         3         1    0.0686    0.1539    0.1965    0.6450    0.0563    0.0397  344.4564  321.2159    1.0724
         7         3         1    0.0693    0.1534    0.1971    0.6459    0.0567    0.0406  348.0390  325.4308    1.0695
         7         3         1    0.0699    0.1529    0.1977    0.6468    0.0571    0.0414  351.6788  329.7124    1.0666
         7         3         1    0.0706    0.1524    0.1983    0.6477    0.0575    0.0422  355.3779  334.0628    1.0638
         7         3         1    0.0713    0.1519    0.1988    0.6486    0.0579    0.0430  359.1385  338.4845    1.0610
         7         3         1    0.0720    0.1514    0.1993    0.6494    0.0582    0.0439  362.9630  342.9798    1.0583
         7         3         1    0.0726    0.1509    0.1998    0.6502    0.0586    0.0447  366.8536  347.5513    1.0555
         7         3         1    0.0733    0.1503    0.2002    0.6510    0.0589    0.0456  370.8127  352.2015    1.0528
         7         3         1    0.0739    0.1498    0.2007    0.6517    0.0593    0.0464  374.8429  356.9332    1.0502
         7         3         1    0.0746    0.1492    0.2011    0.6525    0.0596    0.0473  378.9468  361.7490    1.0475
         7         3         1    0.0753    0.1487    0.2015    0.6532    0.0599    0.0481  383.1269  366.6519    1.0449
         7         3         1    0.0759    0.1481    0.2018    0.6539    0.0603    0.0490  387.3861  371.6450    1.0424
         7         3         1    0.0766    0.1475    0.2022    0.6545    0.0606    0.0498  391.7273  376.7314    1.0398
         7         3         1    0.0773    0.1469    0.2025    0.6552    0.0609    0.0507  396.1532  381.9142    1.0373
         7         3         1    0.0779    0.1463    0.2028    0.6558    0.0612    0.0516  400.6672  387.1970    1.0348
         7         3         1    0.0786    0.1457    0.2031    0.6564    0.0615    0.0525  405.2723  392.5833    1.0323
         7         3         1    0.0793    0.1451    0.2034    0.6570    0.0618    0.0534  409.9718  398.0767    1.0299
         7         3         1    0.0799    0.1445    0.2036    0.6576    0.0621    0.0542  414.7693  403.6811    1.0275
         7         3         1    0.0806    0.1439    0.2039    0.6582    0.0624    0.0551  419.6683  409.4005    1.0251
         7         3         1    0.0812    0.1433    0.2041    0.6587    0.0627    0.0560  424.6726  415.2391    1.0227
         7         3         1    0.0819    0.1426    0.2043    0.6593    0.0630    0.0569  429.7861  421.2014    1.0204
         7         3         1    0.0826    0.1420    0.2045    0.6598    0.0632    0.0578  435.0128  427.2918    1.0181
         7         3         1    0.0832    0.1413    0.2047    0.6603    0.0635    0.0587  440.3571  433.5151    1.0158
         7         3         1    0.0839    0.1407    0.2049    0.6608    0.0638    0.0596  445.8234  439.8765    1.0135
         7         3         1    0.0846    0.1401    0.2050    0.6613    0.0640    0.0605  451.4164  446.3810    1.0113
         7         3         1    0.0852    0.1394    0.2052    0.6618    0.0643    0.0615  457.1409  453.0343    1.0091
         7         3         1    0.0859    0.1388    0.2053    0.6622    0.0645    0.0624  463.0021  459.8421    1.0069
         7         3         1    0.0866    0.1381    0.2054    0.6627    0.0648    0.0633  469.0054  466.8105    1.0047
         7         3         1    0.0872    0.1374    0.2055    0.6631    0.0650    0.0642  475.1564  473.9458    1.0026
         7         3         1    0.0879    0.1368    0.2056    0.6636    0.0653    0.0651  481.4609  481.2547    1.0004
         7         3         1    0.0885    0.1361    0.2057    0.6640    0.0655    0.0661  487.9253  488.7442    0.9983
         7         3         1    0.0892    0.1354    0.2057    0.6644    0.0658    0.0670  494.5562  496.4218    0.9962
         7         3         1    0.0899    0.1348    0.2058    0.6648    0.0660    0.0679  501.3602  504.2952    0.9942
         7         3         1    0.0905    0.1341    0.2059    0.6652    0.0662    0.0689  508.3447  512.3726    0.9921
         7         3         1    0.0912    0.1334    0.2059    0.6656    0.0664    0.0698  515.5174  520.6627    0.9901
         7         3         1    0.0919    0.1327    0.2059    0.6659    0.0667    0.0708  522.8865  529.1746    0.9881
         7         3         1    0.0925    0.1320    0.2059    0.6663    0.0669    0.0717  530.4601  537.9180    0.9861
         7         3         1    0.0932    0.1314    0.2059    0.6667    0.0671    0.0727  538.2476  546.9031    0.9842
         7         3         1    0.0939    0.1307    0.2059    0.6670    0.0673    0.0736  546.2583  556.1407    0.9822
         7         3         1    0.0945    0.1300    0.2059    0.6674    0.0675    0.0746  554.5025  565.6421    0.9803
         7         3         1    0.0952    0.1293    0.2059    0.6677    0.0677    0.0756  562.9907  575.4196    0.9784
         7         3         1    0.0959    0.1286    0.2059    0.6680    0.0679    0.0765  571.7341  585.4858    0.9765
         7         3         1    0.0965    0.1279    0.2059    0.6684    0.0681    0.0775  580.7454  595.8548    0.9746
