    number     Model      flag         y         k       L_H       L_L       c_H       c_L       V_H       V_L      V_HL
         1         3         1    0.0536    0.1718    0.1688    0.6052    0.0451    0.0219  259.5923  224.6989    1.1553
         1         3         1    0.0544    0.1720    0.1707    0.6079    0.0458    0.0226  262.1811  227.6860    1.1515
         1         3         1    0.0553    0.1721    0.1725    0.6105    0.0465    0.0234  264.7746  230.6955    1.1477
         1         3         1    0.0561    0.1722    0.1743    0.6129    0.0472    0.0241  267.3746  233.7283    1.1440
         1         3         1    0.0569    0.1722    0.1760    0.6152    0.0479    0.0249  269.9819  236.7853    1.1402
         1         3         1    0.0576    0.1722    0.1776    0.6175    0.0486    0.0256  272.6011  239.8677    1.1365
         1         3         1    0.0584    0.1722    0.1791    0.6196    0.0492    0.0264  275.2311  242.9762    1.1327
         1         3         1    0.0592    0.1720    0.1806    0.6216    0.0499    0.0272  277.8745  246.1118    1.1291
         1         3         1    0.0600    0.1719    0.1820    0.6236    0.0505    0.0280  280.5329  249.2756    1.1254
         1         3         1    0.0608    0.1717    0.1833    0.6254    0.0511    0.0288  283.2081  252.4687    1.1218
         1         3         1    0.0615    0.1715    0.1846    0.6272    0.0517    0.0296  285.9015  255.6922    1.1181
         1         3         1    0.0623    0.1712    0.1858    0.6289    0.0523    0.0304  288.6149  258.9472    1.1146
         1         3         1    0.0630    0.1709    0.1870    0.6305    0.0528    0.0312  291.3498  262.2348    1.1110
         1         3         1    0.0271    0.0598    0.1143    0.6299    0.0342    0.0115  262.1071  210.8469    1.2431
         1         3         1    0.0646    0.1702    0.1892    0.6336    0.0539    0.0329  296.8904  268.9129    1.1040
         1         3         1    0.0267    0.0575    0.1137    0.6290    0.0340    0.0114  261.3340  209.9302    1.2449
         1         3         1    0.0266    0.0546    0.1149    0.6290    0.0347    0.0117  261.6439  210.3918    1.2436
         1         3         1    0.0668    0.1690    0.1921    0.6377    0.0555    0.0354  305.4019  279.2060    1.0938
         1         3         1    0.0257    0.0559    0.1099    0.6279    0.0326    0.0108  266.9717  214.1915    1.2464
         1         3         1    0.0258    0.0485    0.1148    0.6286    0.0349    0.0117  261.8029  210.3388    1.2447
         1         3         1    0.0690    0.1675    0.1947    0.6414    0.0569    0.0380  314.1917  289.8623    1.0839
         1         3         1    0.0246    0.0403    0.1145    0.6299    0.0350    0.0117  262.9823  211.2557    1.2449
         1         3         1    0.0705    0.1664    0.1962    0.6436    0.0578    0.0398  320.2273  297.1876    1.0775
         1         3         1    0.0712    0.1659    0.1969    0.6447    0.0582    0.0407  323.3025  300.9211    1.0744
         1         3         1    0.0719    0.1653    0.1976    0.6457    0.0587    0.0416  326.4184  304.7041    1.0713
         1         3         1    0.0727    0.1647    0.1982    0.6467    0.0591    0.0425  329.5764  308.5381    1.0682
         1         3         1    0.0734    0.1640    0.1988    0.6477    0.0595    0.0434  332.7784  312.4249    1.0651
         1         3         1    0.0741    0.1634    0.1994    0.6486    0.0599    0.0443  336.0259  316.3663    1.0621
         1         3         1    0.0748    0.1628    0.1999    0.6495    0.0603    0.0452  339.3208  320.3640    1.0592
         1         3         1    0.0755    0.1621    0.2004    0.6503    0.0607    0.0462  342.6649  324.4201    1.0562
         1         3         1    0.0763    0.1614    0.2009    0.6512    0.0611    0.0471  346.0600  328.5363    1.0533
         1         3         1    0.0770    0.1607    0.2014    0.6520    0.0614    0.0480  349.5080  332.7147    1.0505
         1         3         1    0.0777    0.1600    0.2018    0.6527    0.0618    0.0490  353.0108  336.9575    1.0476
         1         3         1    0.0784    0.1593    0.2023    0.6535    0.0622    0.0499  356.5703  341.2667    1.0448
         1         3         1    0.0791    0.1586    0.2027    0.6542    0.0625    0.0509  360.1886  345.6445    1.0421
         1         3         1    0.0798    0.1579    0.2030    0.6549    0.0629    0.0518  363.8678  350.0933    1.0393
         1         3         1    0.0806    0.1571    0.2034    0.6556    0.0632    0.0528  367.6100  354.6154    1.0366
         1         3         1    0.0813    0.1564    0.2037    0.6563    0.0635    0.0538  371.4174  359.2132    1.0340
         1         3         1    0.0820    0.1556    0.2040    0.6569    0.0639    0.0547  375.2923  363.8893    1.0313
         1         3         1    0.0827    0.1549    0.2043    0.6576    0.0642    0.0557  379.2370  368.6464    1.0287
         1         3         1    0.0834    0.1541    0.2046    0.6582    0.0645    0.0567  383.2540  373.4871    1.0262
         1         3         1    0.0841    0.1533    0.2048    0.6588    0.0648    0.0577  387.3458  378.4144    1.0236
         1         3         1    0.0848    0.1525    0.2051    0.6594    0.0651    0.0586  391.5150  383.4311    1.0211
         1         3         1    0.0856    0.1517    0.2053    0.6599    0.0654    0.0596  395.7643  388.5403    1.0186
         1         3         1    0.0863    0.1509    0.2055    0.6605    0.0657    0.0606  400.0964  393.7452    1.0161
         1         3         1    0.0870    0.1501    0.2057    0.6610    0.0660    0.0616  404.5143  399.0492    1.0137
         1         3         1    0.0877    0.1493    0.2058    0.6615    0.0663    0.0626  409.0210  404.4556    1.0113
         1         3         1    0.0884    0.1485    0.2060    0.6620    0.0665    0.0636  413.6196  409.9681    1.0089
         1         3         1    0.0891    0.1477    0.2061    0.6625    0.0668    0.0647  418.3134  415.5904    1.0066
         1         3         1    0.0898    0.1469    0.2062    0.6630    0.0671    0.0657  423.1058  421.3264    1.0042
         1         3         1    0.0905    0.1460    0.2064    0.6634    0.0673    0.0667  428.0003  427.1801    1.0019
         1         3         1    0.0912    0.1452    0.2065    0.6639    0.0676    0.0677  433.0005  433.1559    0.9996
         1         3         1    0.0920    0.1444    0.2065    0.6643    0.0678    0.0687  438.1105  439.2581    0.9974
         1         3         1    0.0927    0.1435    0.2066    0.6648    0.0681    0.0698  443.3341  445.4914    0.9952
         1         3         1    0.0934    0.1427    0.2067    0.6652    0.0683    0.0708  448.6756  451.8607    0.9930
         1         3         1    0.0941    0.1418    0.2067    0.6656    0.0686    0.0718  454.1393  458.3711    0.9908
         1         3         1    0.0948    0.1410    0.2068    0.6660    0.0688    0.0729  459.7298  465.0275    0.9886
         1         3         1    0.0955    0.1401    0.2068    0.6664    0.0691    0.0739  465.4521  471.8361    0.9865
         1         3         1    0.0962    0.1392    0.2068    0.6668    0.0693    0.0750  471.3110  478.8023    0.9844
         1         3         1    0.0969    0.1384    0.2068    0.6672    0.0695    0.0760  477.3119  485.9324    0.9823
         1         3         1    0.0976    0.1375    0.2068    0.6675    0.0697    0.0771  483.4603  493.2327    0.9802
         1         3         1    0.0984    0.1366    0.2068    0.6679    0.0700    0.0781  489.7619  500.7101    0.9781
         1         3         1    0.0991    0.1358    0.2068    0.6682    0.0702    0.0792  496.2232  508.3715    0.9761
         1         3         1    0.0998    0.1349    0.2067    0.6686    0.0704    0.0803  502.8504  516.2246    0.9741
         1         3         1    0.1005    0.1340    0.2067    0.6689    0.0706    0.0813  509.6501  524.2771    0.9721
         1         3         1    0.1012    0.1331    0.2066    0.6693    0.0708    0.0824  516.6297  532.5373    0.9701
         1         3         1    0.1019    0.1323    0.2066    0.6696    0.0710    0.0835  523.7966  541.0139    0.9682
         1         3         1    0.1026    0.1314    0.2065    0.6699    0.0712    0.0845  531.1588  549.7162    0.9662
         1         3         1    0.1034    0.1305    0.2064    0.6702    0.0714    0.0856  538.7246  558.6538    0.9643
         1         3         1    0.1041    0.1296    0.2063    0.6705    0.0716    0.0867  546.5029  567.8371    0.9624
         1         3         1    0.1048    0.1287    0.2062    0.6708    0.0718    0.0878  554.5030  577.2768    0.9605
         1         3         1    0.1055    0.1278    0.2061    0.6711    0.0720    0.0889  562.7348  586.9845    0.9587
         1         3         1    0.1062    0.1269    0.2060    0.6714    0.0722    0.0900  571.2089  596.9724    0.9568
         1         3         1    0.1069    0.1260    0.2059    0.6716    0.0723    0.0911  579.9363  607.2534    0.9550
         1         3         1    0.1077    0.1251    0.2058    0.6719    0.0725    0.0922  588.9288  617.8411    0.9532
         1         3         1    0.1084    0.1243    0.2057    0.6722    0.0727    0.0933  598.1990  628.7502    0.9514
         1         3         1    0.1091    0.1234    0.2055    0.6725    0.0729    0.0944  607.7602  639.9960    0.9496
         1         3         1    0.1098    0.1225    0.2054    0.6727    0.0731    0.0955  617.6266  651.5950    0.9479
         1         3         1    0.1105    0.1216    0.2052    0.6730    0.0732    0.0966  627.8133  663.5651    0.9461
         1         3         1    0.1113    0.1207    0.2051    0.6732    0.0734    0.0977  638.3364  675.9245    0.9444
         1         3         1    0.1120    0.1198    0.2049    0.6735    0.0736    0.0988  649.2131  688.6934    0.9427
         1         3         1    0.1127    0.1189    0.2047    0.6737    0.0737    0.0999  660.4618  701.8932    0.9410
         1         3         1    0.1134    0.1180    0.2045    0.6739    0.0739    0.1010  672.1019  715.5466    0.9393
         1         3         1    0.1141    0.1171    0.2044    0.6742    0.0740    0.1022  684.1552  729.6783    0.9376
         1         3         1    0.1149    0.1162    0.2042    0.6744    0.0742    0.1033  696.6436  744.3144    0.9360
         1         3         1    0.1156    0.1153    0.2040    0.6746    0.0743    0.1044  709.5916  759.4830    0.9343
         1         3         1    0.1163    0.1144    0.2038    0.6748    0.0745    0.1056  723.0255  775.2147    0.9327
         1         3         1    0.1170    0.1134    0.2036    0.6750    0.0746    0.1067  736.9731  791.5418    0.9311
         1         3         1    0.1178    0.1125    0.2034    0.6752    0.0748    0.1078  751.4649  808.4997    0.9295
         1         3         1    0.1185    0.1116    0.2032    0.6755    0.0749    0.1090  766.5336  826.1266    0.9279
         1         3         1    0.1192    0.1107    0.2029    0.6757    0.0751    0.1101  782.2147  844.4633    0.9263
         1         3         1    0.1199    0.1098    0.2027    0.6759    0.0752    0.1113  798.5464  863.5545    0.9247
         1         3         1    0.1207    0.1089    0.2025    0.6761    0.0754    0.1124  815.5691  883.4462    0.9232
         1         3         1    0.1214    0.1080    0.2023    0.6762    0.0755    0.1136  833.3321  904.1979    0.9216
         1         3         1    0.1221    0.1071    0.2020    0.6764    0.0756    0.1147  851.8804  925.8596    0.9201
         1         3         1    0.1228    0.1062    0.2018    0.6766    0.0758    0.1159  871.2697  948.4968    0.9186
         1         3         1    0.1236    0.1053    0.2015    0.6768    0.0759    0.1170  891.5581  972.1769    0.9171
         1         3         1    0.1243    0.1044    0.2013    0.6770    0.0760    0.1182  912.8101  996.9748    0.9156
         1         3         1    0.1250    0.1035    0.2010    0.6772    0.0762    0.1193  935.0967 1022.9730    0.9141
         1         3         1    0.1257    0.1026    0.2008    0.6773    0.0763    0.1205  958.4951 1050.2613    0.9126
         1         3         1    0.1265    0.1017    0.2005    0.6775    0.0764    0.1217  983.0912 1078.9390    0.9112
         1         3         1    0.1272    0.1007    0.2002    0.6777    0.0765    0.1228 1008.9798 1109.1164    0.9097
         1         3         1    0.1279    0.0998    0.2000    0.6779    0.0767    0.1240 1036.2657 1140.9152    0.9083
         1         3         1    0.1287    0.0989    0.1997    0.6780    0.0768    0.1252 1065.0655 1174.4707    0.9068
         1         3         1    0.1294    0.0980    0.1994    0.6782    0.0769    0.1264 1095.5091 1209.9340    0.9054
         1         3         1    0.1301    0.0971    0.1991    0.6783    0.0770    0.1275 1127.7418 1247.4735    0.9040
         1         3         1    0.1309    0.0962    0.1988    0.6785    0.0771    0.1287 1161.9263 1287.2784    0.9026
         1         3         1    0.1316    0.0953    0.1985    0.6786    0.0772    0.1299 1198.2462 1329.5613    0.9012
         1         3         1    0.1323    0.0944    0.1983    0.6788    0.0774    0.1311 1236.9080 1374.5626    0.8999
         1         3         1    0.1331    0.0935    0.1980    0.6790    0.0775    0.1323 1278.1470 1422.5555    0.8985
         1         3         1    0.1338    0.0926    0.1977    0.6791    0.0776    0.1335 1322.2281 1473.8468    0.8971
         1         3         1    0.1345    0.0917    0.1974    0.6792    0.0777    0.1347 1369.4583 1528.7938    0.8958
         1         3         1    0.1353    0.0907    0.1970    0.6794    0.0778    0.1359 1420.1872 1587.8020    0.8944
         1         3         1    0.1360    0.0898    0.1967    0.6795    0.0779    0.1371 1474.8190 1651.3407    0.8931
         1         3         1    0.1367    0.0889    0.1964    0.6797    0.0780    0.1383 1533.8228 1719.9547    0.8918
         1         3         1    0.1375    0.0880    0.1961    0.6798    0.0781    0.1395 1597.7456 1794.2790    0.8905
         1         3         1    0.1382    0.0871    0.1958    0.6799    0.0782    0.1407 1667.2301 1875.0599    0.8892
         1         3         1    0.1389    0.0862    0.1955    0.6801    0.0783    0.1419 1743.0353 1963.1785    0.8879
         1         3         1    0.1397    0.0853    0.1951    0.6802    0.0784    0.1431 1826.0668 2059.6864    0.8866
         1         3         1    0.1404    0.0844    0.1948    0.6803    0.0785    0.1443 1917.4089 2165.8425    0.8853
         1         3         1    0.1412    0.0835    0.1945    0.6805    0.0786    0.1455 2018.3763 2283.1732    0.8840
         2         3         1    0.0325    0.0584    0.1775    0.6991    0.0387    0.013615104.554212256.1962    1.2324
         2         3         1    0.0512    0.1667    0.1753    0.6101    0.0456    0.0192  261.2614  219.8261    1.1885
         2         3         1    0.0520    0.1667    0.1773    0.6127    0.0463    0.0199  263.8136  222.7601    1.1843
         2         3         1    0.0527    0.1667    0.1791    0.6152    0.0471    0.0206  266.3690  225.7149    1.1801
         2         3         1    0.0534    0.1667    0.1809    0.6176    0.0477    0.0212  268.9287  228.6907    1.1759
         2         3         1    0.0541    0.1665    0.1826    0.6198    0.0484    0.0219  271.4951  231.6889    1.1718
         2         3         1    0.0549    0.1664    0.1843    0.6220    0.0491    0.0226  274.0695  234.7101    1.1677
         2         3         1    0.0556    0.1662    0.1858    0.6240    0.0497    0.0233  276.6538  237.7552    1.1636
         2         3         1    0.0563    0.1659    0.1873    0.6260    0.0504    0.0240  279.2495  240.8250    1.1596
         2         3         1    0.0570    0.1656    0.1888    0.6279    0.0510    0.0247  281.8581  243.9204    1.1555
         2         3         1    0.0577    0.1653    0.1902    0.6297    0.0516    0.0255  284.4819  247.0427    1.1515
         2         3         1    0.0584    0.1649    0.1915    0.6314    0.0522    0.0262  287.1217  250.1926    1.1476
         2         3         1    0.0591    0.1645    0.1928    0.6330    0.0527    0.0269  289.7794  253.3711    1.1437
         2         3         1    0.0597    0.1641    0.1940    0.6346    0.0533    0.0277  292.4565  256.5795    1.1398
         2         3         1    0.0604    0.1636    0.1951    0.6361    0.0538    0.0285  295.1546  259.8187    1.1360
         2         3         1    0.0611    0.1631    0.1962    0.6375    0.0544    0.0292  297.8752  263.0899    1.1322
         2         3         1    0.0239    0.0573    0.1102    0.6290    0.0300    0.0089  275.7163  216.2361    1.2751
         2         3         1    0.0624    0.1621    0.1983    0.6402    0.0554    0.0308  303.3899  269.7330    1.1248
         2         3         1    0.0631    0.1615    0.1993    0.6415    0.0559    0.0316  306.1871  273.1073    1.1211
         2         3         1    0.0243    0.0562    0.1146    0.6286    0.0313    0.0094  268.4846  210.9597    1.2727
         2         3         1    0.0241    0.0523    0.1152    0.6295    0.0318    0.0096  272.7192  214.8312    1.2695
         2         3         1    0.0237    0.0509    0.1139    0.6293    0.0315    0.0095  273.6019  215.2608    1.2710
         2         3         1    0.0237    0.0482    0.1152    0.6295    0.0321    0.0097  273.1448  215.1375    1.2696
         2         3         1    0.0234    0.0474    0.1140    0.6291    0.0317    0.0096  274.7960  216.2163    1.2709
         2         3         1    0.0671    0.1577    0.2043    0.6482    0.0586    0.0364  323.6237  294.1750    1.1001
         2         3         1    0.0228    0.0425    0.1141    0.6295    0.0320    0.0097  276.1207  217.3737    1.2703
         2         3         1    0.0224    0.0388    0.1145    0.6300    0.0323    0.0098  275.4319  216.8792    1.2700
         2         3         1    0.0690    0.1555    0.2063    0.6510    0.0599    0.0389  332.8316  305.3011    1.0902
         2         3         1    0.0220    0.0371    0.1139    0.6293    0.0322    0.0097  277.0215  217.9861    1.2708
         2         3         1    0.0703    0.1540    0.2075    0.6527    0.0606    0.0406  339.1808  312.9662    1.0838
         2         3         1    0.0709    0.1532    0.2081    0.6535    0.0610    0.0414  342.4236  316.8782    1.0806
         2         3         1    0.0716    0.1525    0.2086    0.6543    0.0614    0.0423  345.7140  320.8454    1.0775
         2         3         1    0.0722    0.1517    0.2091    0.6551    0.0618    0.0431  349.0540  324.8698    1.0744
         2         3         1    0.0729    0.1509    0.2096    0.6558    0.0621    0.0440  352.4452  328.9533    1.0714
         2         3         1    0.0735    0.1500    0.2100    0.6565    0.0625    0.0449  355.8896  333.0978    1.0684
         2         3         1    0.0741    0.1492    0.2105    0.6572    0.0628    0.0457  359.3890  337.3053    1.0655
         2         3         1    0.0748    0.1484    0.2109    0.6579    0.0631    0.0466  362.9454  341.5780    1.0626
         2         3         1    0.0754    0.1475    0.2113    0.6586    0.0635    0.0475  366.5607  345.9180    1.0597
         2         3         1    0.0760    0.1467    0.2116    0.6592    0.0638    0.0484  370.2371  350.3275    1.0568
         2         3         1    0.0767    0.1458    0.2120    0.6598    0.0641    0.0493  373.9765  354.8090    1.0540
         2         3         1    0.0773    0.1450    0.2123    0.6604    0.0644    0.0502  377.7812  359.3647    1.0512
         2         3         1    0.0779    0.1441    0.2126    0.6610    0.0647    0.0511  381.6535  363.9973    1.0485
         2         3         1    0.0786    0.1432    0.2129    0.6616    0.0650    0.0520  385.5956  368.7091    1.0458
         2         3         1    0.0792    0.1423    0.2132    0.6621    0.0653    0.0529  389.6099  373.5031    1.0431
         2         3         1    0.0798    0.1415    0.2134    0.6626    0.0656    0.0538  393.6990  378.3818    1.0405
         2         3         1    0.0805    0.1406    0.2137    0.6632    0.0659    0.0547  397.8653  383.3483    1.0379
         2         3         1    0.0811    0.1397    0.2139    0.6637    0.0661    0.0556  402.1116  388.4054    1.0353
         2         3         1    0.0817    0.1388    0.2141    0.6642    0.0664    0.0565  406.4405  393.5563    1.0327
         2         3         1    0.0824    0.1379    0.2143    0.6646    0.0667    0.0575  410.8550  398.8043    1.0302
         2         3         1    0.0830    0.1369    0.2145    0.6651    0.0669    0.0584  415.3580  404.1526    1.0277
         2         3         1    0.0836    0.1360    0.2147    0.6656    0.0672    0.0593  419.9527  409.6049    1.0253
         2         3         1    0.0843    0.1351    0.2148    0.6660    0.0674    0.0602  424.6421  415.1647    1.0228
         2         3         1    0.0849    0.1342    0.2150    0.6664    0.0677    0.0612  429.4298  420.8359    1.0204
         2         3         1    0.0855    0.1333    0.2151    0.6668    0.0679    0.0621  434.3190  426.6224    1.0180
         2         3         1    0.0861    0.1323    0.2152    0.6673    0.0682    0.0631  439.3136  432.5284    1.0157
         2         3         1    0.0868    0.1314    0.2153    0.6677    0.0684    0.0640  444.4172  438.5581    1.0134
         2         3         1    0.0874    0.1305    0.2154    0.6680    0.0686    0.0650  449.6338  444.7162    1.0111
         2         3         1    0.0880    0.1295    0.2155    0.6684    0.0689    0.0659  454.9676  451.0073    1.0088
         2         3         1    0.0887    0.1286    0.2156    0.6688    0.0691    0.0669  460.4229  457.4363    1.0065
         2         3         1    0.0893    0.1276    0.2156    0.6692    0.0693    0.0678  466.0041  464.0085    1.0043
         2         3         1    0.0899    0.1267    0.2157    0.6695    0.0695    0.0688  471.7161  470.7292    1.0021
         2         3         1    0.0905    0.1258    0.2157    0.6699    0.0697    0.0698  477.5637  477.6040    0.9999
         2         3         1    0.0912    0.1248    0.2158    0.6702    0.0699    0.0707  483.5522  484.6391    0.9978
         2         3         1    0.0918    0.1239    0.2158    0.6705    0.0701    0.0717  489.6871  491.8405    0.9956
         2         3         1    0.0924    0.1229    0.2158    0.6708    0.0703    0.0727  495.9739  499.2148    0.9935
         2         3         1    0.0931    0.1220    0.2158    0.6712    0.0705    0.0737  502.4188  506.7690    0.9914
         2         3         1    0.0937    0.1210    0.2158    0.6715    0.0707    0.0746  509.0279  514.5101    0.9893
         2         3         1    0.0943    0.1200    0.2158    0.6718    0.0709    0.0756  515.8082  522.4460    0.9873
         2         3         1    0.0949    0.1191    0.2157    0.6721    0.0711    0.0766  522.7665  530.5845    0.9853
         2         3         1    0.0956    0.1181    0.2157    0.6724    0.0713    0.0776  529.9100  538.9341    0.9833
         2         3         1    0.0962    0.1172    0.2157    0.6726    0.0715    0.0786  537.2467  547.5038    0.9813
         2         3         1    0.0968    0.1162    0.2156    0.6729    0.0717    0.0796  544.7847  556.3028    0.9793
         2         3         1    0.0975    0.1152    0.2156    0.6732    0.0718    0.0806  552.5327  565.3412    0.9773
         2         3         1    0.0981    0.1143    0.2155    0.6735    0.0720    0.0816  560.4999  574.6295    0.9754
         2         3         1    0.0987    0.1133    0.2155    0.6737    0.0722    0.0826  568.6958  584.1787    0.9735
         2         3         1    0.0994    0.1124    0.2154    0.6740    0.0724    0.0836  577.1308  594.0005    0.9716
         2         3         1    0.1000    0.1114    0.2153    0.6742    0.0725    0.0846  585.8158  604.1075    0.9697
         2         3         1    0.1006    0.1104    0.2152    0.6745    0.0727    0.0856  594.7622  614.5129    0.9679
         2         3         1    0.1012    0.1095    0.2151    0.6747    0.0728    0.0866  603.9822  625.2306    0.9660
         2         3         1    0.1019    0.1085    0.2150    0.6750    0.0730    0.0876  613.4889  636.2755    0.9642
         2         3         1    0.1025    0.1075    0.2149    0.6752    0.0732    0.0886  623.2961  647.6635    0.9624
         2         3         1    0.1031    0.1066    0.2148    0.6754    0.0733    0.0896  633.4185  659.4115    0.9606
         2         3         1    0.1038    0.1056    0.2147    0.6756    0.0735    0.0907  643.8718  671.5374    0.9588
         2         3         1    0.1044    0.1046    0.2146    0.6759    0.0736    0.0917  654.6726  684.0604    0.9570
         2         3         1    0.1050    0.1036    0.2144    0.6761    0.0738    0.0927  665.8389  697.0011    0.9553
         2         3         1    0.1057    0.1027    0.2143    0.6763    0.0739    0.0937  677.3896  710.3810    0.9536
         2         3         1    0.1063    0.1017    0.2142    0.6765    0.0740    0.0948  689.3457  724.2242    0.9518
         2         3         1    0.1069    0.1007    0.2140    0.6767    0.0742    0.0958  701.7285  738.5553    0.9501
         2         3         1    0.1076    0.0998    0.2139    0.6769    0.0743    0.0968  714.5618  753.4014    0.9484
         2         3         1    0.1082    0.0988    0.2137    0.6771    0.0745    0.0979  727.8708  768.7914    0.9468
         2         3         1    0.1088    0.0978    0.2135    0.6773    0.0746    0.0989  741.6827  784.7566    0.9451
         2         3         1    0.1095    0.0969    0.2134    0.6775    0.0747    0.1000  756.0268  801.3306    0.9435
         2         3         1    0.1101    0.0959    0.2132    0.6777    0.0748    0.1010  770.9346  818.5494    0.9418
         2         3         1    0.1107    0.0949    0.2130    0.6779    0.0750    0.1020  786.4405  836.4524    0.9402
         2         3         1    0.1114    0.0939    0.2129    0.6780    0.0751    0.1031  802.5812  855.0818    0.9386
         2         3         1    0.1120    0.0930    0.2127    0.6782    0.0752    0.1041  819.3969  874.4835    0.9370
         2         3         1    0.1126    0.0920    0.2125    0.6784    0.0753    0.1052  836.9311  894.7075    0.9354
         2         3         1    0.1133    0.0910    0.2123    0.6786    0.0755    0.1062  855.2309  915.8078    0.9339
         2         3         1    0.1139    0.0901    0.2121    0.6787    0.0756    0.1073  874.3481  937.8437    0.9323
         2         3         1    0.1145    0.0891    0.2119    0.6789    0.0757    0.1084  894.3388  960.8795    0.9308
         2         3         1    0.1152    0.0881    0.2117    0.6791    0.0758    0.1094  915.2646  984.9858    0.9292
         2         3         1    0.1158    0.0871    0.2115    0.6792    0.0759    0.1105  937.1929 1010.2401    0.9277
         2         3         1    0.1164    0.0862    0.2113    0.6794    0.0760    0.1115  960.1978 1036.7266    0.9262
         2         3         1    0.1171    0.0852    0.2111    0.6795    0.0761    0.1126  984.3610 1064.5396    0.9247
         2         3         1    0.1177    0.0842    0.2108    0.6797    0.0762    0.1137 1009.7723 1093.7820    0.9232
         2         3         1    0.1183    0.0833    0.2106    0.6798    0.0763    0.1148 1036.5313 1124.5677    0.9217
         2         3         1    0.1190    0.0823    0.2104    0.6800    0.0764    0.1158 1064.7486 1157.0235    0.9202
         2         3         1    0.1196    0.0813    0.2102    0.6801    0.0765    0.1169 1094.5445 1191.2870    0.9188
         2         3         1    0.1203    0.0803    0.2099    0.6803    0.0766    0.1180 1126.0634 1227.5247    0.9173
         2         3         1    0.1209    0.0794    0.2097    0.6804    0.0767    0.1191 1159.4513 1265.9029    0.9159
         2         3         1    0.1215    0.0784    0.2095    0.6806    0.0768    0.1201 1194.8827 1306.6219    0.9145
         2         3         1    0.1222    0.0774    0.2092    0.6807    0.0769    0.1212 1232.5517 1349.9040    0.9131
         2         3         1    0.1228    0.0764    0.2090    0.6808    0.0770    0.1223 1272.6773 1396.0005    0.9117
         2         3         1    0.1234    0.0755    0.2087    0.6810    0.0771    0.1234 1315.5085 1445.1966    0.9103
         2         3         1    0.1241    0.0745    0.2085    0.6811    0.0772    0.1245 1361.3288 1497.8171    0.9089
         2         3         1    0.1247    0.0735    0.2082    0.6812    0.0773    0.1256 1410.4629 1554.2342    0.9075
         2         3         1    0.1253    0.0726    0.2080    0.6814    0.0774    0.1267 1463.2843 1614.8760    0.9061
         2         3         1    0.1260    0.0716    0.2077    0.6815    0.0775    0.1277 1520.2245 1680.2369    0.9048
         2         3         1    0.1266    0.0706    0.2074    0.6816    0.0775    0.1288 1581.7856 1750.8924    0.9034
         2         3         1    0.1273    0.0696    0.2072    0.6817    0.0776    0.1299 1648.5548 1827.5137    0.9021
         2         3         1    0.1279    0.0687    0.2069    0.6819    0.0777    0.1310 1721.2210 1910.8953    0.9007
         3         3         1    0.0582    0.1804    0.1650    0.6045    0.0457    0.0263  260.4883  233.2956    1.1166
         3         3         1    0.0591    0.1806    0.1667    0.6071    0.0464    0.0272  263.0916  236.3618    1.1131
         3         3         1    0.0599    0.1808    0.1684    0.6096    0.0471    0.0280  265.7025  239.4525    1.1096
         3         3         1    0.0608    0.1810    0.1700    0.6120    0.0478    0.0289  268.3227  242.5687    1.1062
         3         3         1    0.0617    0.1810    0.1715    0.6143    0.0485    0.0297  270.9541  245.7116    1.1027
         3         3         1    0.0626    0.1811    0.1730    0.6164    0.0491    0.0306  273.5984  248.8820    1.0993
         3         3         1    0.0635    0.1811    0.1744    0.6185    0.0498    0.0315  276.2573  252.0812    1.0959
         3         3         1    0.0643    0.1810    0.1757    0.6205    0.0504    0.0324  278.9325  255.3103    1.0925
         3         3         1    0.0652    0.1809    0.1770    0.6224    0.0510    0.0333  281.6256  258.5704    1.0892
         3         3         1    0.0660    0.1808    0.1782    0.6242    0.0516    0.0342  284.3383  261.8628    1.0858
         3         3         1    0.0669    0.1806    0.1794    0.6260    0.0522    0.0351  287.0722  265.1886    1.0825
         3         3         1    0.0678    0.1804    0.1805    0.6276    0.0527    0.0360  289.8290  268.5491    1.0792
         3         3         1    0.0686    0.1802    0.1816    0.6292    0.0533    0.0369  292.6102  271.9455    1.0760
         3         3         1    0.0694    0.1799    0.1826    0.6308    0.0538    0.0379  295.4174  275.3793    1.0728
         3         3         1    0.0703    0.1796    0.1835    0.6322    0.0544    0.0388  298.2521  278.8517    1.0696
         3         3         1    0.0711    0.1793    0.1844    0.6336    0.0549    0.0398  301.1161  282.3641    1.0664
         3         3         1    0.0720    0.1789    0.1853    0.6350    0.0554    0.0408  304.0109  285.9179    1.0633
         3         3         1    0.0272    0.0456    0.1114    0.6292    0.0367    0.0137  255.9369  210.0009    1.2187
         3         3         1    0.0736    0.1781    0.1869    0.6376    0.0564    0.0427  309.8990  293.1556    1.0571
         3         3         1    0.0745    0.1777    0.1877    0.6388    0.0568    0.0437  312.8956  296.8425    1.0541
         3         3         1    0.0753    0.1772    0.1884    0.6399    0.0573    0.0447  315.9294  300.5769    1.0511
         3         3         1    0.0761    0.1768    0.1891    0.6411    0.0578    0.0457  319.0020  304.3604    1.0481
         3         3         1    0.0769    0.1763    0.1897    0.6422    0.0582    0.0467  322.1151  308.1946    1.0452
         3         3         1    0.0777    0.1758    0.1903    0.6432    0.0586    0.0477  325.2704  312.0813    1.0423
