    number     Model      flag        RD         g       g_N       g_I      g_hH      g_hL       p_N       p_I     eps_N     eps_I
         9         3         1    0.0392    0.0699    0.0673    0.0673    0.0026    0.0026    0.6178    0.3230    0.0544    0.0284
         9         3         1    0.0392    0.0703    0.0677    0.0677    0.0026    0.0026    0.6153    0.3217    0.0547    0.0286
         9         3         1    0.0393    0.0707    0.0681    0.0681    0.0026    0.0026    0.6129    0.3205    0.0551    0.0288
        10         3         1    0.0621    0.0274    0.0240    0.0240    0.0034    0.0034   -9.6501   12.5171    0.0150    0.0056
        10         3         1    0.0621    0.0273    0.0240    0.0240    0.0034    0.0034   -7.2876   10.1032    0.0150    0.0056
        10         3         1    0.0583    0.0275    0.0241    0.0241    0.0034    0.0034   -5.8400    8.2688    0.0151    0.0056
        10         3         1    0.0586    0.0276    0.0242    0.0242    0.0034    0.0034   -4.5726    6.9626    0.0151    0.0056
        10         3         1    0.0589    0.0276    0.0242    0.0242    0.0034    0.0034   -3.5949    5.9466    0.0151    0.0056
        10         3         1    0.0229    0.0272    0.0235    0.0235    0.0038    0.0038    1.3052    0.4874    0.0146    0.0055
        10         3         1    0.0231    0.0276    0.0238    0.0238    0.0037    0.0037    1.2945    0.4834    0.0149    0.0056
        10         3         1    0.0233    0.0280    0.0242    0.0242    0.0037    0.0037    1.2841    0.4795    0.0152    0.0057
        10         3         1    0.0234    0.0283    0.0246    0.0246    0.0037    0.0037    1.2740    0.4757    0.0154    0.0058
        10         3         1    0.0236    0.0287    0.0250    0.0250    0.0037    0.0037    1.2641    0.4721    0.0157    0.0059
        10         3         1    0.0238    0.0291    0.0254    0.0254    0.0037    0.0037    1.2545    0.4684    0.0160    0.0060
        10         3         1    0.0240    0.0294    0.0258    0.0258    0.0036    0.0036    1.2450    0.4649    0.0162    0.0061
        10         3         1    0.0242    0.0298    0.0262    0.0262    0.0036    0.0036    1.2358    0.4615    0.0165    0.0062
        10         3         1    0.0244    0.0302    0.0266    0.0266    0.0036    0.0036    1.2268    0.4581    0.0168    0.0063
        10         3         1    0.0245    0.0305    0.0270    0.0270    0.0036    0.0036    1.2179    0.4548    0.0171    0.0064
        10         3         1    0.0247    0.0309    0.0274    0.0274    0.0035    0.0035    1.2093    0.4516    0.0173    0.0065
        10         3         1    0.0249    0.0313    0.0278    0.0278    0.0035    0.0035    1.2008    0.4484    0.0176    0.0066
        10         3         1    0.0251    0.0317    0.0281    0.0281    0.0035    0.0035    1.1925    0.4453    0.0179    0.0067
        10         3         1    0.0252    0.0320    0.0285    0.0285    0.0035    0.0035    1.1843    0.4423    0.0182    0.0068
        10         3         1    0.0254    0.0324    0.0289    0.0289    0.0035    0.0035    1.1763    0.4393    0.0184    0.0069
        10         3         1    0.0256    0.0328    0.0293    0.0293    0.0035    0.0035    1.1684    0.4363    0.0187    0.0070
        10         3         1    0.0257    0.0331    0.0297    0.0297    0.0034    0.0034    1.1607    0.4334    0.0190    0.0071
        10         3         1    0.0646    0.0285    0.0251    0.0251    0.0034    0.0034    1.1304    0.7334    0.0158    0.0059
        10         3         1    0.0261    0.0339    0.0305    0.0305    0.0034    0.0034    1.1456    0.4278    0.0195    0.0073
        10         3         1    0.0262    0.0342    0.0309    0.0309    0.0034    0.0034    1.1383    0.4251    0.0198    0.0074
        10         3         1    0.0673    0.0296    0.0262    0.0262    0.0034    0.0034    1.2639    0.4930    0.0165    0.0062
        10         3         1    0.0266    0.0350    0.0316    0.0316    0.0034    0.0034    1.1240    0.4197    0.0204    0.0076
        10         3         1    0.0267    0.0354    0.0320    0.0320    0.0033    0.0033    1.1170    0.4171    0.0206    0.0077
        10         3         1    0.0269    0.0357    0.0324    0.0324    0.0033    0.0033    1.1100    0.4145    0.0209    0.0078
        10         3         1    0.0270    0.0361    0.0328    0.0328    0.0033    0.0033    1.1033    0.4120    0.0212    0.0079
        10         3         1    0.0272    0.0365    0.0332    0.0332    0.0033    0.0033    1.0966    0.4095    0.0215    0.0080
        10         3         1    0.0273    0.0369    0.0336    0.0336    0.0033    0.0033    1.0900    0.4070    0.0218    0.0081
        10         3         1    0.0275    0.0372    0.0340    0.0340    0.0033    0.0033    1.0835    0.4046    0.0220    0.0082
        10         3         1    0.0276    0.0376    0.0343    0.0343    0.0033    0.0033    1.0770    0.4022    0.0223    0.0083
        10         3         1    0.0278    0.0380    0.0347    0.0347    0.0032    0.0032    1.0707    0.3998    0.0226    0.0084
        10         3         1    0.0279    0.0383    0.0351    0.0351    0.0032    0.0032    1.0645    0.3975    0.0229    0.0085
        10         3         1    0.0281    0.0387    0.0355    0.0355    0.0032    0.0032    1.0583    0.3952    0.0232    0.0086
        10         3         1    0.0282    0.0391    0.0359    0.0359    0.0032    0.0032    1.0522    0.3929    0.0234    0.0088
        10         3         1    0.0284    0.0395    0.0363    0.0363    0.0032    0.0032    1.0462    0.3907    0.0237    0.0089
        10         3         1    0.0565    0.0244    0.0210    0.0210    0.0034    0.0034    1.7048   -0.0702    0.0129    0.0048
        10         3         1    0.0553    0.0238    0.0204    0.0204    0.0034    0.0034    1.6958   -0.0621    0.0125    0.0047
        10         3         1    0.0384    0.0176    0.0142    0.0142    0.0034    0.0034    1.7644   -0.0288    0.0084    0.0031
        10         3         1    0.0289    0.0410    0.0378    0.0378    0.0031    0.0031    1.0230    0.3820    0.0248    0.0093
        10         3         1    0.0291    0.0414    0.0382    0.0382    0.0031    0.0031    1.0174    0.3799    0.0251    0.0094
        10         3         1    0.0292    0.0417    0.0386    0.0386    0.0031    0.0031    1.0118    0.3778    0.0254    0.0095
        10         3         1    0.0293    0.0421    0.0390    0.0390    0.0031    0.0031    1.0063    0.3758    0.0257    0.0096
        10         3         1    0.0295    0.0425    0.0394    0.0394    0.0031    0.0031    1.0009    0.3737    0.0260    0.0097
        10         3         1    0.0296    0.0429    0.0398    0.0398    0.0031    0.0031    0.9955    0.3717    0.0263    0.0098
        10         3         1    0.0297    0.0433    0.0402    0.0402    0.0031    0.0031    0.9902    0.3698    0.0266    0.0099
        10         3         1    0.0298    0.0436    0.0406    0.0406    0.0031    0.0031    0.9849    0.3678    0.0268    0.0100
        10         3         1    0.0300    0.0440    0.0410    0.0410    0.0031    0.0031    0.9797    0.3659    0.0271    0.0101
        10         3         1    0.0301    0.0444    0.0414    0.0414    0.0030    0.0030    0.9746    0.3639    0.0274    0.0102
        10         3         1    0.0302    0.0448    0.0417    0.0417    0.0030    0.0030    0.9695    0.3620    0.0277    0.0103
        10         3         1    0.0304    0.0452    0.0421    0.0421    0.0030    0.0030    0.9645    0.3602    0.0280    0.0105
        10         3         1    0.0305    0.0455    0.0425    0.0425    0.0030    0.0030    0.9595    0.3583    0.0283    0.0106
        10         3         1    0.0306    0.0459    0.0429    0.0429    0.0030    0.0030    0.9546    0.3565    0.0286    0.0107
        10         3         1    0.0307    0.0463    0.0433    0.0433    0.0030    0.0030    0.9498    0.3547    0.0289    0.0108
        10         3         1    0.0308    0.0467    0.0437    0.0437    0.0030    0.0030    0.9450    0.3529    0.0292    0.0109
        10         3         1    0.0310    0.0471    0.0441    0.0441    0.0030    0.0030    0.9402    0.3511    0.0294    0.0110
        10         3         1    0.0311    0.0475    0.0445    0.0445    0.0030    0.0030    0.9355    0.3493    0.0297    0.0111
        10         3         1    0.0312    0.0478    0.0449    0.0449    0.0030    0.0030    0.9308    0.3476    0.0300    0.0112
        10         3         1    0.0313    0.0482    0.0453    0.0453    0.0030    0.0030    0.9262    0.3459    0.0303    0.0113
        10         3         1    0.0314    0.0486    0.0457    0.0457    0.0029    0.0029    0.9216    0.3442    0.0306    0.0114
        10         3         1    0.0315    0.0490    0.0461    0.0461    0.0029    0.0029    0.9171    0.3425    0.0309    0.0115
        10         3         1    0.0317    0.0494    0.0465    0.0465    0.0029    0.0029    0.9127    0.3408    0.0312    0.0117
        10         3         1    0.0318    0.0498    0.0468    0.0468    0.0029    0.0029    0.9082    0.3392    0.0315    0.0118
        10         3         1    0.0319    0.0502    0.0472    0.0472    0.0029    0.0029    0.9038    0.3375    0.0318    0.0119
        10         3         1    0.0320    0.0505    0.0476    0.0476    0.0029    0.0029    0.8995    0.3359    0.0321    0.0120
        10         3         1    0.0321    0.0509    0.0480    0.0480    0.0029    0.0029    0.8952    0.3343    0.0324    0.0121
        10         3         1    0.0322    0.0513    0.0484    0.0484    0.0029    0.0029    0.8909    0.3327    0.0327    0.0122
        10         3         1    0.0323    0.0517    0.0488    0.0488    0.0029    0.0029    0.8867    0.3311    0.0330    0.0123
        10         3         1    0.0324    0.0521    0.0492    0.0492    0.0029    0.0029    0.8825    0.3296    0.0333    0.0124
        10         3         1    0.0325    0.0525    0.0496    0.0496    0.0029    0.0029    0.8784    0.3280    0.0336    0.0125
        10         3         1    0.0327    0.0529    0.0500    0.0500    0.0029    0.0029    0.8743    0.3265    0.0339    0.0126
        10         3         1    0.0328    0.0533    0.0504    0.0504    0.0029    0.0029    0.8702    0.3250    0.0342    0.0128
        10         3         1    0.0329    0.0536    0.0508    0.0508    0.0028    0.0028    0.8662    0.3235    0.0345    0.0129
        10         3         1    0.0330    0.0540    0.0512    0.0512    0.0028    0.0028    0.8622    0.3220    0.0348    0.0130
        10         3         1    0.0331    0.0544    0.0516    0.0516    0.0028    0.0028    0.8583    0.3205    0.0351    0.0131
        10         3         1    0.0332    0.0548    0.0520    0.0520    0.0028    0.0028    0.8544    0.3190    0.0354    0.0132
        10         3         1    0.0333    0.0552    0.0524    0.0524    0.0028    0.0028    0.8505    0.3176    0.0357    0.0133
        10         3         1    0.0334    0.0556    0.0528    0.0528    0.0028    0.0028    0.8466    0.3162    0.0360    0.0134
        10         3         1    0.0335    0.0560    0.0532    0.0532    0.0028    0.0028    0.8428    0.3147    0.0363    0.0135
        10         3         1    0.0336    0.0564    0.0536    0.0536    0.0028    0.0028    0.8391    0.3133    0.0366    0.0137
        10         3         1    0.0337    0.0568    0.0540    0.0540    0.0028    0.0028    0.8353    0.3119    0.0369    0.0138
        10         3         1    0.0338    0.0572    0.0544    0.0544    0.0028    0.0028    0.8316    0.3105    0.0372    0.0139
        10         3         1    0.0339    0.0575    0.0548    0.0548    0.0028    0.0028    0.8279    0.3092    0.0375    0.0140
        10         3         1    0.0340    0.0579    0.0552    0.0552    0.0028    0.0028    0.8243    0.3078    0.0378    0.0141
        10         3         1    0.0341    0.0583    0.0556    0.0556    0.0028    0.0028    0.8207    0.3065    0.0381    0.0142
        10         3         1    0.0342    0.0587    0.0560    0.0560    0.0028    0.0028    0.8171    0.3051    0.0384    0.0143
        10         3         1    0.0342    0.0591    0.0564    0.0564    0.0028    0.0028    0.8136    0.3038    0.0387    0.0144
        10         3         1    0.0343    0.0595    0.0568    0.0568    0.0027    0.0027    0.8100    0.3025    0.0390    0.0146
        10         3         1    0.0344    0.0599    0.0572    0.0572    0.0027    0.0027    0.8065    0.3012    0.0393    0.0147
        10         3         1    0.0345    0.0603    0.0576    0.0576    0.0027    0.0027    0.8031    0.2999    0.0396    0.0148
        10         3         1    0.0346    0.0607    0.0580    0.0580    0.0027    0.0027    0.7997    0.2986    0.0399    0.0149
        10         3         1    0.0347    0.0611    0.0584    0.0584    0.0027    0.0027    0.7963    0.2973    0.0402    0.0150
        10         3         1    0.0348    0.0615    0.0588    0.0588    0.0027    0.0027    0.7929    0.2961    0.0405    0.0151
        10         3         1    0.0349    0.0619    0.0592    0.0592    0.0027    0.0027    0.7895    0.2948    0.0408    0.0152
        10         3         1    0.0350    0.0623    0.0596    0.0596    0.0027    0.0027    0.7862    0.2936    0.0411    0.0154
        10         3         1    0.0351    0.0627    0.0600    0.0600    0.0027    0.0027    0.7829    0.2924    0.0414    0.0155
        10         3         1    0.0352    0.0631    0.0604    0.0604    0.0027    0.0027    0.7797    0.2911    0.0417    0.0156
        10         3         1    0.0352    0.0635    0.0608    0.0608    0.0027    0.0027    0.7764    0.2899    0.0421    0.0157
        10         3         1    0.0353    0.0639    0.0612    0.0612    0.0027    0.0027    0.7732    0.2887    0.0424    0.0158
        10         3         1    0.0354    0.0643    0.0616    0.0616    0.0027    0.0027    0.7700    0.2876    0.0427    0.0159
        10         3         1    0.0355    0.0647    0.0620    0.0620    0.0027    0.0027    0.7669    0.2864    0.0430    0.0161
        10         3         1    0.0356    0.0650    0.0624    0.0624    0.0027    0.0027    0.7637    0.2852    0.0433    0.0162
        10         3         1    0.0357    0.0654    0.0628    0.0628    0.0027    0.0027    0.7606    0.2840    0.0436    0.0163
        10         3         1    0.0357    0.0658    0.0632    0.0632    0.0027    0.0027    0.7576    0.2829    0.0439    0.0164
        10         3         1    0.0358    0.0662    0.0636    0.0636    0.0027    0.0027    0.7545    0.2817    0.0442    0.0165
        10         3         1    0.0359    0.0666    0.0640    0.0640    0.0027    0.0027    0.7515    0.2806    0.0445    0.0166
        10         3         1    0.0360    0.0670    0.0644    0.0644    0.0026    0.0026    0.7485    0.2795    0.0449    0.0167
        10         3         1    0.0361    0.0674    0.0648    0.0648    0.0026    0.0026    0.7455    0.2784    0.0452    0.0169
        10         3         1    0.0362    0.0678    0.0652    0.0652    0.0026    0.0026    0.7425    0.2773    0.0455    0.0170
        10         3         1    0.0362    0.0682    0.0656    0.0656    0.0026    0.0026    0.7396    0.2762    0.0458    0.0171
        10         3         1    0.0363    0.0686    0.0660    0.0660    0.0026    0.0026    0.7366    0.2751    0.0461    0.0172
        10         3         1    0.0364    0.0690    0.0664    0.0664    0.0026    0.0026    0.7337    0.2740    0.0464    0.0173
        10         3         1    0.0365    0.0694    0.0668    0.0668    0.0026    0.0026    0.7309    0.2729    0.0467    0.0175
        10         3         1    0.0365    0.0698    0.0672    0.0672    0.0026    0.0026    0.7280    0.2719    0.0470    0.0176
        10         3         1    0.0366    0.0702    0.0676    0.0676    0.0026    0.0026    0.7252    0.2708    0.0474    0.0177
        10         3         1    0.0367    0.0706    0.0680    0.0680    0.0026    0.0026    0.7224    0.2698    0.0477    0.0178
        10         3         1    0.0368    0.0710    0.0684    0.0684    0.0026    0.0026    0.7196    0.2687    0.0480    0.0179
        10         3         1    0.0369    0.0714    0.0688    0.0688    0.0026    0.0026    0.7168    0.2677    0.0483    0.0180
        11         3         1    0.1300    0.0799    0.0780    0.0780    0.0019    0.0019    5.6126   -2.6566    0.0489    0.0183
        11         3         1    0.0203    0.0257    0.0218    0.0218    0.0039    0.0039    1.3941    0.5206    0.0119    0.0044
        11         3         1    0.0205    0.0261    0.0222    0.0222    0.0038    0.0038    1.3823    0.5162    0.0121    0.0045
        11         3         1    0.0207    0.0264    0.0226    0.0226    0.0038    0.0038    1.3709    0.5119    0.0124    0.0046
        11         3         1    0.0209    0.0268    0.0230    0.0230    0.0038    0.0038    1.3597    0.5078    0.0126    0.0047
        11         3         1    0.0210    0.0272    0.0234    0.0234    0.0038    0.0038    1.3489    0.5037    0.0128    0.0048
        11         3         1    0.0648    0.0303    0.0269    0.0269    0.0034    0.0034   -9.2575   12.0939    0.0150    0.0056
        11         3         1    0.0648    0.0302    0.0269    0.0269    0.0034    0.0034   -7.0395    9.8223    0.0150    0.0056
        11         3         1    0.0608    0.0305    0.0270    0.0270    0.0034    0.0034   -5.6846    8.0677    0.0151    0.0056
        11         3         1    0.0611    0.0305    0.0271    0.0271    0.0034    0.0034   -4.4711    6.8164    0.0151    0.0056
        11         3         1    0.0219    0.0290    0.0253    0.0253    0.0036    0.0036    1.2989    0.4850    0.0140    0.0052
        11         3         1    0.0221    0.0293    0.0257    0.0257    0.0036    0.0036    1.2896    0.4816    0.0143    0.0053
        11         3         1    0.0223    0.0297    0.0261    0.0261    0.0036    0.0036    1.2805    0.4782    0.0145    0.0054
        11         3         1    0.0224    0.0301    0.0265    0.0265    0.0036    0.0036    1.2716    0.4749    0.0147    0.0055
        11         3         1    0.0226    0.0304    0.0269    0.0269    0.0035    0.0035    1.2629    0.4716    0.0150    0.0056
        11         3         1    0.0228    0.0308    0.0273    0.0273    0.0035    0.0035    1.2544    0.4684    0.0152    0.0057
        11         3         1    0.0229    0.0311    0.0276    0.0276    0.0035    0.0035    1.2460    0.4653    0.0154    0.0058
        11         3         1    0.0231    0.0315    0.0280    0.0280    0.0035    0.0035    1.2378    0.4622    0.0157    0.0059
        11         3         1    0.0233    0.0319    0.0284    0.0284    0.0035    0.0035    1.2298    0.4592    0.0159    0.0059
        11         3         1    0.0234    0.0322    0.0288    0.0288    0.0034    0.0034    1.2219    0.4563    0.0162    0.0060
        11         3         1    0.0236    0.0326    0.0292    0.0292    0.0034    0.0034    1.2141    0.4534    0.0164    0.0061
        11         3         1    0.0238    0.0330    0.0295    0.0295    0.0034    0.0034    1.2065    0.4505    0.0166    0.0062
        11         3         1    0.0239    0.0333    0.0299    0.0299    0.0034    0.0034    1.1990    0.4477    0.0169    0.0063
        11         3         1    0.0571    0.0303    0.0269    0.0269    0.0034    0.0034    1.0798    0.7741    0.0150    0.0056
        11         3         1    0.0586    0.0301    0.0267    0.0267    0.0034    0.0034    1.0792    0.8082    0.0148    0.0055
        11         3         1    0.0617    0.0314    0.0279    0.0279    0.0034    0.0034    1.0603    0.7450    0.0156    0.0058
        11         3         1    0.0245    0.0348    0.0314    0.0314    0.0033    0.0033    1.1702    0.4370    0.0178    0.0067
        11         3         1    0.0639    0.0314    0.0280    0.0280    0.0034    0.0034    1.1279    0.6710    0.0157    0.0059
        11         3         1    0.0248    0.0355    0.0322    0.0322    0.0033    0.0033    1.1565    0.4319    0.0183    0.0068
        11         3         1    0.0661    0.0315    0.0281    0.0281    0.0034    0.0034    1.1792    0.6115    0.0157    0.0059
        11         3         1    0.0251    0.0362    0.0330    0.0330    0.0033    0.0033    1.1431    0.4269    0.0188    0.0070
        11         3         1    0.0650    0.0306    0.0272    0.0272    0.0034    0.0034    1.2930    0.5129    0.0151    0.0057
        11         3         1    0.0254    0.0370    0.0337    0.0337    0.0032    0.0032    1.1302    0.4220    0.0193    0.0072
        11         3         1    0.0255    0.0373    0.0341    0.0341    0.0032    0.0032    1.1238    0.4197    0.0195    0.0073
        11         3         1    0.0257    0.0377    0.0345    0.0345    0.0032    0.0032    1.1175    0.4173    0.0197    0.0074
        11         3         1    0.0258    0.0381    0.0349    0.0349    0.0032    0.0032    1.1114    0.4150    0.0200    0.0075
        11         3         1    0.0260    0.0384    0.0352    0.0352    0.0032    0.0032    1.1052    0.4127    0.0202    0.0076
        11         3         1    0.0261    0.0388    0.0356    0.0356    0.0032    0.0032    1.0992    0.4105    0.0205    0.0076
        11         3         1    0.0262    0.0392    0.0360    0.0360    0.0032    0.0032    1.0932    0.4082    0.0207    0.0077
        11         3         1    0.0264    0.0395    0.0364    0.0364    0.0031    0.0031    1.0874    0.4061    0.0210    0.0078
        11         3         1    0.0265    0.0399    0.0368    0.0368    0.0031    0.0031    1.0815    0.4039    0.0212    0.0079
        11         3         1    0.0266    0.0403    0.0371    0.0371    0.0031    0.0031    1.0758    0.4017    0.0214    0.0080
        11         3         1    0.0268    0.0406    0.0375    0.0375    0.0031    0.0031    1.0701    0.3996    0.0217    0.0081
        11         3         1    0.0269    0.0410    0.0379    0.0379    0.0031    0.0031    1.0645    0.3975    0.0219    0.0082
        11         3         1    0.0270    0.0414    0.0383    0.0383    0.0031    0.0031    1.0590    0.3954    0.0222    0.0083
        11         3         1    0.0271    0.0417    0.0387    0.0387    0.0031    0.0031    1.0535    0.3934    0.0224    0.0084
        11         3         1    0.0273    0.0421    0.0390    0.0390    0.0031    0.0031    1.0481    0.3914    0.0227    0.0085
        11         3         1    0.0485    0.0231    0.0197    0.0197    0.0034    0.0034    1.7041   -0.0788    0.0106    0.0040
        11         3         1    0.0472    0.0224    0.0190    0.0190    0.0034    0.0034    1.6957   -0.0668    0.0102    0.0038
        11         3         1    0.0456    0.0216    0.0182    0.0182    0.0034    0.0034    1.6892   -0.0533    0.0097    0.0036
        11         3         1    0.0356    0.0176    0.0141    0.0141    0.0034    0.0034    1.7469    0.0003    0.0073    0.0027
        11         3         1    0.0279    0.0440    0.0410    0.0410    0.0030    0.0030    1.0218    0.3816    0.0239    0.0089
        11         3         1    0.0280    0.0443    0.0413    0.0413    0.0030    0.0030    1.0168    0.3797    0.0241    0.0090
        11         3         1    0.0281    0.0447    0.0417    0.0417    0.0030    0.0030    1.0117    0.3778    0.0244    0.0091
        11         3         1    0.0282    0.0451    0.0421    0.0421    0.0030    0.0030    1.0068    0.3760    0.0246    0.0092
        11         3         1    0.0284    0.0455    0.0425    0.0425    0.0030    0.0030    1.0018    0.3741    0.0249    0.0093
        11         3         1    0.0285    0.0458    0.0429    0.0429    0.0030    0.0030    0.9970    0.3723    0.0251    0.0094
        11         3         1    0.0286    0.0462    0.0433    0.0433    0.0030    0.0030    0.9922    0.3705    0.0254    0.0095
        11         3         1    0.0287    0.0466    0.0436    0.0436    0.0029    0.0029    0.9874    0.3687    0.0256    0.0096
        11         3         1    0.0288    0.0470    0.0440    0.0440    0.0029    0.0029    0.9827    0.3669    0.0259    0.0097
        11         3         1    0.0289    0.0473    0.0444    0.0444    0.0029    0.0029    0.9780    0.3652    0.0261    0.0098
        11         3         1    0.0291    0.0477    0.0448    0.0448    0.0029    0.0029    0.9733    0.3635    0.0264    0.0099
        11         3         1    0.0292    0.0481    0.0452    0.0452    0.0029    0.0029    0.9688    0.3618    0.0267    0.0100
        11         3         1    0.0293    0.0485    0.0456    0.0456    0.0029    0.0029    0.9642    0.3601    0.0269    0.0100
        11         3         1    0.0294    0.0488    0.0459    0.0459    0.0029    0.0029    0.9597    0.3584    0.0272    0.0101
        11         3         1    0.0295    0.0492    0.0463    0.0463    0.0029    0.0029    0.9553    0.3567    0.0274    0.0102
        11         3         1    0.0296    0.0496    0.0467    0.0467    0.0029    0.0029    0.9508    0.3551    0.0277    0.0103
        11         3         1    0.0297    0.0500    0.0471    0.0471    0.0029    0.0029    0.9465    0.3534    0.0279    0.0104
        11         3         1    0.0298    0.0503    0.0475    0.0475    0.0029    0.0029    0.9421    0.3518    0.0282    0.0105
        11         3         1    0.0299    0.0507    0.0479    0.0479    0.0029    0.0029    0.9378    0.3502    0.0284    0.0106
        11         3         1    0.0300    0.0511    0.0483    0.0483    0.0028    0.0028    0.9336    0.3486    0.0287    0.0107
        11         3         1    0.0301    0.0515    0.0487    0.0487    0.0028    0.0028    0.9294    0.3471    0.0289    0.0108
        11         3         1    0.0302    0.0519    0.0490    0.0490    0.0028    0.0028    0.9252    0.3455    0.0292    0.0109
        11         3         1    0.0303    0.0522    0.0494    0.0494    0.0028    0.0028    0.9211    0.3439    0.0295    0.0110
        11         3         1    0.0304    0.0526    0.0498    0.0498    0.0028    0.0028    0.9170    0.3424    0.0297    0.0111
        11         3         1    0.0305    0.0530    0.0502    0.0502    0.0028    0.0028    0.9129    0.3409    0.0300    0.0112
        11         3         1    0.0306    0.0534    0.0506    0.0506    0.0028    0.0028    0.9089    0.3394    0.0302    0.0113
        11         3         1    0.0307    0.0538    0.0510    0.0510    0.0028    0.0028    0.9049    0.3379    0.0305    0.0114
        11         3         1    0.0308    0.0542    0.0514    0.0514    0.0028    0.0028    0.9009    0.3364    0.0307    0.0115
        11         3         1    0.0309    0.0545    0.0518    0.0518    0.0028    0.0028    0.8970    0.3350    0.0310    0.0116
        11         3         1    0.0310    0.0549    0.0521    0.0521    0.0028    0.0028    0.8931    0.3335    0.0313    0.0117
        11         3         1    0.0311    0.0553    0.0525    0.0525    0.0028    0.0028    0.8892    0.3321    0.0315    0.0118
        11         3         1    0.0312    0.0557    0.0529    0.0529    0.0028    0.0028    0.8854    0.3306    0.0318    0.0119
        11         3         1    0.0313    0.0561    0.0533    0.0533    0.0028    0.0028    0.8816    0.3292    0.0320    0.0120
        11         3         1    0.0314    0.0565    0.0537    0.0537    0.0027    0.0027    0.8779    0.3278    0.0323    0.0121
        11         3         1    0.0315    0.0568    0.0541    0.0541    0.0027    0.0027    0.8742    0.3264    0.0326    0.0122
        11         3         1    0.0316    0.0572    0.0545    0.0545    0.0027    0.0027    0.8705    0.3251    0.0328    0.0123
        11         3         1    0.0317    0.0576    0.0549    0.0549    0.0027    0.0027    0.8668    0.3237    0.0331    0.0124
        11         3         1    0.0318    0.0580    0.0553    0.0553    0.0027    0.0027    0.8632    0.3223    0.0333    0.0125
        11         3         1    0.0319    0.0584    0.0557    0.0557    0.0027    0.0027    0.8596    0.3210    0.0336    0.0126
        11         3         1    0.0320    0.0588    0.0561    0.0561    0.0027    0.0027    0.8560    0.3196    0.0339    0.0126
        11         3         1    0.0321    0.0591    0.0564    0.0564    0.0027    0.0027    0.8524    0.3183    0.0341    0.0127
        11         3         1    0.0322    0.0595    0.0568    0.0568    0.0027    0.0027    0.8489    0.3170    0.0344    0.0128
        11         3         1    0.0322    0.0599    0.0572    0.0572    0.0027    0.0027    0.8455    0.3157    0.0347    0.0129
        11         3         1    0.0323    0.0603    0.0576    0.0576    0.0027    0.0027    0.8420    0.3144    0.0349    0.0130
        11         3         1    0.0324    0.0607    0.0580    0.0580    0.0027    0.0027    0.8386    0.3131    0.0352    0.0131
        11         3         1    0.0325    0.0611    0.0584    0.0584    0.0027    0.0027    0.8352    0.3119    0.0355    0.0132
        11         3         1    0.0326    0.0615    0.0588    0.0588    0.0027    0.0027    0.8318    0.3106    0.0357    0.0133
        11         3         1    0.0327    0.0619    0.0592    0.0592    0.0027    0.0027    0.8284    0.3094    0.0360    0.0134
        11         3         1    0.0328    0.0622    0.0596    0.0596    0.0027    0.0027    0.8251    0.3081    0.0363    0.0135
        11         3         1    0.0328    0.0626    0.0600    0.0600    0.0027    0.0027    0.8218    0.3069    0.0365    0.0136
        11         3         1    0.0329    0.0630    0.0604    0.0604    0.0026    0.0026    0.8186    0.3057    0.0368    0.0137
        11         3         1    0.0330    0.0634    0.0608    0.0608    0.0026    0.0026    0.8153    0.3045    0.0371    0.0138
        11         3         1    0.0331    0.0638    0.0612    0.0612    0.0026    0.0026    0.8121    0.3033    0.0373    0.0139
        11         3         1    0.0332    0.0642    0.0616    0.0616    0.0026    0.0026    0.8089    0.3021    0.0376    0.0140
        11         3         1    0.0333    0.0646    0.0620    0.0620    0.0026    0.0026    0.8057    0.3009    0.0379    0.0141
        11         3         1    0.0333    0.0650    0.0624    0.0624    0.0026    0.0026    0.8026    0.2997    0.0381    0.0142
        11         3         1    0.0334    0.0654    0.0627    0.0627    0.0026    0.0026    0.7995    0.2985    0.0384    0.0143
        11         3         1    0.0335    0.0658    0.0631    0.0631    0.0026    0.0026    0.7964    0.2974    0.0387    0.0144
        11         3         1    0.0336    0.0661    0.0635    0.0635    0.0026    0.0026    0.7933    0.2962    0.0389    0.0145
        11         3         1    0.0337    0.0665    0.0639    0.0639    0.0026    0.0026    0.7903    0.2951    0.0392    0.0146
        11         3         1    0.0337    0.0669    0.0643    0.0643    0.0026    0.0026    0.7872    0.2940    0.0395    0.0147
        11         3         1    0.0338    0.0673    0.0647    0.0647    0.0026    0.0026    0.7842    0.2929    0.0397    0.0148
        11         3         1    0.0339    0.0677    0.0651    0.0651    0.0026    0.0026    0.7813    0.2917    0.0400    0.0149
        11         3         1    0.0340    0.0681    0.0655    0.0655    0.0026    0.0026    0.7783    0.2906    0.0403    0.0150
        11         3         1    0.0341    0.0685    0.0659    0.0659    0.0026    0.0026    0.7754    0.2895    0.0406    0.0151
        11         3         1    0.0341    0.0689    0.0663    0.0663    0.0026    0.0026    0.7724    0.2885    0.0408    0.0152
        11         3         1    0.0342    0.0693    0.0667    0.0667    0.0026    0.0026    0.7696    0.2874    0.0411    0.0153
        11         3         1    0.0343    0.0697    0.0671    0.0671    0.0026    0.0026    0.7667    0.2863    0.0414    0.0154
        11         3         1    0.0344    0.0701    0.0675    0.0675    0.0026    0.0026    0.7638    0.2852    0.0416    0.0156
