    number     Model      flag        RD         g       g_N       g_I      g_hH      g_hL       p_N       p_I     eps_N     eps_I
         6         3         1    0.0391    0.0707    0.0682    0.0682    0.0026    0.0026    0.6304    0.2975    0.0551    0.0260
         6         3         1    0.0392    0.0711    0.0686    0.0686    0.0026    0.0026    0.6279    0.2963    0.0555    0.0262
         7         3         1    0.0219    0.0248    0.0210    0.0210    0.0038    0.0038    1.2600    0.6587    0.0129    0.0067
         7         3         1    0.0221    0.0251    0.0214    0.0214    0.0037    0.0037    1.2489    0.6530    0.0132    0.0069
         7         3         1    0.0223    0.0255    0.0217    0.0217    0.0037    0.0037    1.2382    0.6474    0.0134    0.0070
         7         3         1    0.0225    0.0258    0.0221    0.0221    0.0037    0.0037    1.2278    0.6420    0.0137    0.0072
         7         3         1    0.0227    0.0262    0.0225    0.0225    0.0037    0.0037    1.2177    0.6367    0.0140    0.0073
         7         3         1    0.0229    0.0265    0.0229    0.0229    0.0036    0.0036    1.2079    0.6314    0.0142    0.0074
         7         3         1    0.0231    0.0269    0.0233    0.0233    0.0036    0.0036    1.1982    0.6265    0.0145    0.0076
         7         3         1    0.0233    0.0273    0.0237    0.0237    0.0036    0.0036    1.1889    0.6216    0.0147    0.0077
         7         3         1    0.0235    0.0276    0.0240    0.0240    0.0036    0.0036    1.1797    0.6168    0.0150    0.0078
         7         3         1    0.0237    0.0280    0.0244    0.0244    0.0036    0.0036    1.1708    0.6122    0.0153    0.0080
         7         3         1    0.0239    0.0283    0.0248    0.0248    0.0035    0.0035    1.1621    0.6076    0.0155    0.0081
         7         3         1    0.0240    0.0287    0.0252    0.0252    0.0035    0.0035    1.1535    0.6032    0.0158    0.0083
         7         3         1    0.0242    0.0290    0.0255    0.0255    0.0035    0.0035    1.1452    0.5988    0.0161    0.0084
         7         3         1    0.0244    0.0294    0.0259    0.0259    0.0035    0.0035    1.1370    0.5945    0.0163    0.0085
         7         3         1    0.0246    0.0298    0.0263    0.0263    0.0035    0.0035    1.1289    0.5903    0.0166    0.0087
         7         3         1    0.0618    0.0278    0.0244    0.0244    0.0034    0.0034    0.9370    0.9612    0.0152    0.0080
         7         3         1    0.0249    0.0305    0.0271    0.0271    0.0034    0.0034    1.1133    0.5821    0.0171    0.0089
         7         3         1    0.0638    0.0281    0.0247    0.0247    0.0034    0.0034    1.1055    0.7442    0.0155    0.0081
         7         3         1    0.0253    0.0312    0.0278    0.0278    0.0034    0.0034    1.0983    0.5743    0.0176    0.0092
         7         3         1    0.0660    0.0279    0.0245    0.0245    0.0034    0.0034    1.1428    0.7369    0.0153    0.0080
         7         3         1    0.0256    0.0319    0.0286    0.0286    0.0033    0.0033    1.0838    0.5667    0.0182    0.0095
         7         3         1    0.0258    0.0323    0.0289    0.0289    0.0033    0.0033    1.0768    0.5630    0.0184    0.0096
         7         3         1    0.0260    0.0326    0.0293    0.0293    0.0033    0.0033    1.0698    0.5594    0.0187    0.0098
         7         3         1    0.0261    0.0330    0.0297    0.0297    0.0033    0.0033    1.0630    0.5558    0.0190    0.0099
         7         3         1    0.0263    0.0334    0.0301    0.0301    0.0033    0.0033    1.0563    0.5523    0.0192    0.0101
         7         3         1    0.0265    0.0337    0.0305    0.0305    0.0033    0.0033    1.0496    0.5488    0.0195    0.0102
         7         3         1    0.0266    0.0341    0.0308    0.0308    0.0033    0.0033    1.0431    0.5454    0.0198    0.0103
         7         3         1    0.0268    0.0344    0.0312    0.0312    0.0032    0.0032    1.0367    0.5421    0.0201    0.0105
         7         3         1    0.0270    0.0348    0.0316    0.0316    0.0032    0.0032    1.0304    0.5388    0.0203    0.0106
         7         3         1    0.0271    0.0352    0.0320    0.0320    0.0032    0.0032    1.0241    0.5355    0.0206    0.0108
         7         3         1    0.0273    0.0355    0.0323    0.0323    0.0032    0.0032    1.0180    0.5323    0.0209    0.0109
         7         3         1    0.0274    0.0359    0.0327    0.0327    0.0032    0.0032    1.0119    0.5291    0.0211    0.0111
         7         3         1    0.0276    0.0363    0.0331    0.0331    0.0032    0.0032    1.0059    0.5260    0.0214    0.0112
         7         3         1    0.0277    0.0366    0.0335    0.0335    0.0032    0.0032    1.0000    0.5229    0.0217    0.0113
         7         3         1    0.0279    0.0370    0.0339    0.0339    0.0031    0.0031    0.9942    0.5199    0.0220    0.0115
         7         3         1    0.0280    0.0374    0.0342    0.0342    0.0031    0.0031    0.9885    0.5169    0.0222    0.0116
         7         3         1    0.0282    0.0377    0.0346    0.0346    0.0031    0.0031    0.9828    0.5139    0.0225    0.0118
         7         3         1    0.0283    0.0381    0.0350    0.0350    0.0031    0.0031    0.9772    0.5110    0.0228    0.0119
         7         3         1    0.0285    0.0385    0.0354    0.0354    0.0031    0.0031    0.9717    0.5081    0.0231    0.0121
         7         3         1    0.0286    0.0388    0.0358    0.0358    0.0031    0.0031    0.9662    0.5052    0.0233    0.0122
         7         3         1    0.0288    0.0392    0.0361    0.0361    0.0031    0.0031    0.9608    0.5024    0.0236    0.0123
         7         3         1    0.0289    0.0396    0.0365    0.0365    0.0031    0.0031    0.9555    0.4996    0.0239    0.0125
         7         3         1    0.0290    0.0399    0.0369    0.0369    0.0030    0.0030    0.9503    0.4969    0.0242    0.0126
         7         3         1    0.0292    0.0403    0.0373    0.0373    0.0030    0.0030    0.9451    0.4942    0.0244    0.0128
         7         3         1    0.0293    0.0407    0.0377    0.0377    0.0030    0.0030    0.9399    0.4915    0.0247    0.0129
         7         3         1    0.0294    0.0411    0.0380    0.0380    0.0030    0.0030    0.9349    0.4888    0.0250    0.0131
         7         3         1    0.0296    0.0414    0.0384    0.0384    0.0030    0.0030    0.9298    0.4862    0.0253    0.0132
         7         3         1    0.0297    0.0418    0.0388    0.0388    0.0030    0.0030    0.9249    0.4836    0.0255    0.0134
         7         3         1    0.0299    0.0422    0.0392    0.0392    0.0030    0.0030    0.9200    0.4810    0.0258    0.0135
         7         3         1    0.0300    0.0425    0.0396    0.0396    0.0030    0.0030    0.9151    0.4785    0.0261    0.0137
         7         3         1    0.0301    0.0429    0.0399    0.0399    0.0030    0.0030    0.9103    0.4760    0.0264    0.0138
         7         3         1    0.0302    0.0433    0.0403    0.0403    0.0030    0.0030    0.9056    0.4735    0.0267    0.0139
         7         3         1    0.0304    0.0437    0.0407    0.0407    0.0029    0.0029    0.9009    0.4711    0.0270    0.0141
         7         3         1    0.0305    0.0440    0.0411    0.0411    0.0029    0.0029    0.8963    0.4687    0.0272    0.0142
         7         3         1    0.0306    0.0444    0.0415    0.0415    0.0029    0.0029    0.8917    0.4663    0.0275    0.0144
         7         3         1    0.0308    0.0448    0.0419    0.0419    0.0029    0.0029    0.8872    0.4639    0.0278    0.0145
         7         3         1    0.0309    0.0452    0.0423    0.0423    0.0029    0.0029    0.8827    0.4615    0.0281    0.0147
         7         3         1    0.0310    0.0455    0.0426    0.0426    0.0029    0.0029    0.8782    0.4592    0.0284    0.0148
         7         3         1    0.0311    0.0459    0.0430    0.0430    0.0029    0.0029    0.8738    0.4569    0.0287    0.0150
         7         3         1    0.0313    0.0463    0.0434    0.0434    0.0029    0.0029    0.8695    0.4546    0.0289    0.0151
         7         3         1    0.0314    0.0467    0.0438    0.0438    0.0029    0.0029    0.8652    0.4524    0.0292    0.0153
         7         3         1    0.0315    0.0470    0.0442    0.0442    0.0029    0.0029    0.8609    0.4502    0.0295    0.0154
         7         3         1    0.0316    0.0474    0.0446    0.0446    0.0029    0.0029    0.8567    0.4480    0.0298    0.0156
         7         3         1    0.0317    0.0478    0.0449    0.0449    0.0029    0.0029    0.8525    0.4458    0.0301    0.0157
         7         3         1    0.0319    0.0482    0.0453    0.0453    0.0028    0.0028    0.8484    0.4436    0.0304    0.0159
         7         3         1    0.0320    0.0486    0.0457    0.0457    0.0028    0.0028    0.8443    0.4415    0.0307    0.0160
         7         3         1    0.0321    0.0489    0.0461    0.0461    0.0028    0.0028    0.8403    0.4394    0.0309    0.0162
         7         3         1    0.0322    0.0493    0.0465    0.0465    0.0028    0.0028    0.8362    0.4373    0.0312    0.0163
         7         3         1    0.0323    0.0497    0.0469    0.0469    0.0028    0.0028    0.8323    0.4352    0.0315    0.0165
         7         3         1    0.0324    0.0501    0.0473    0.0473    0.0028    0.0028    0.8283    0.4331    0.0318    0.0166
         7         3         1    0.0325    0.0505    0.0477    0.0477    0.0028    0.0028    0.8244    0.4311    0.0321    0.0168
         7         3         1    0.0327    0.0508    0.0480    0.0480    0.0028    0.0028    0.8206    0.4291    0.0324    0.0169
         7         3         1    0.0328    0.0512    0.0484    0.0484    0.0028    0.0028    0.8168    0.4271    0.0327    0.0171
         7         3         1    0.0329    0.0516    0.0488    0.0488    0.0028    0.0028    0.8130    0.4251    0.0330    0.0172
         7         3         1    0.0330    0.0520    0.0492    0.0492    0.0028    0.0028    0.8092    0.4231    0.0333    0.0174
         7         3         1    0.0331    0.0524    0.0496    0.0496    0.0028    0.0028    0.8055    0.4212    0.0336    0.0176
         7         3         1    0.0332    0.0528    0.0500    0.0500    0.0028    0.0028    0.8018    0.4193    0.0339    0.0177
         7         3         1    0.0333    0.0531    0.0504    0.0504    0.0028    0.0028    0.7982    0.4173    0.0342    0.0179
         7         3         1    0.0334    0.0535    0.0508    0.0508    0.0027    0.0027    0.7946    0.4155    0.0344    0.0180
         7         3         1    0.0335    0.0539    0.0512    0.0512    0.0027    0.0027    0.7910    0.4136    0.0347    0.0182
         7         3         1    0.0336    0.0543    0.0516    0.0516    0.0027    0.0027    0.7874    0.4117    0.0350    0.0183
         7         3         1    0.0337    0.0547    0.0519    0.0519    0.0027    0.0027    0.7839    0.4099    0.0353    0.0185
         7         3         1    0.0338    0.0551    0.0523    0.0523    0.0027    0.0027    0.7804    0.4081    0.0356    0.0186
         7         3         1    0.0339    0.0554    0.0527    0.0527    0.0027    0.0027    0.7770    0.4063    0.0359    0.0188
         7         3         1    0.0340    0.0558    0.0531    0.0531    0.0027    0.0027    0.7735    0.4045    0.0362    0.0189
         7         3         1    0.0341    0.0562    0.0535    0.0535    0.0027    0.0027    0.7702    0.4027    0.0365    0.0191
         7         3         1    0.0342    0.0566    0.0539    0.0539    0.0027    0.0027    0.7668    0.4009    0.0368    0.0192
         7         3         1    0.0343    0.0570    0.0543    0.0543    0.0027    0.0027    0.7635    0.3992    0.0371    0.0194
         7         3         1    0.0344    0.0574    0.0547    0.0547    0.0027    0.0027    0.7602    0.3975    0.0374    0.0196
         7         3         1    0.0345    0.0578    0.0551    0.0551    0.0027    0.0027    0.7569    0.3958    0.0377    0.0197
         7         3         1    0.0346    0.0582    0.0555    0.0555    0.0027    0.0027    0.7536    0.3941    0.0380    0.0199
         7         3         1    0.0347    0.0585    0.0559    0.0559    0.0027    0.0027    0.7504    0.3924    0.0383    0.0200
         7         3         1    0.0348    0.0589    0.0563    0.0563    0.0027    0.0027    0.7472    0.3907    0.0386    0.0202
         7         3         1    0.0349    0.0593    0.0567    0.0567    0.0027    0.0027    0.7441    0.3891    0.0389    0.0203
         7         3         1    0.0350    0.0597    0.0570    0.0570    0.0027    0.0027    0.7409    0.3874    0.0392    0.0205
         7         3         1    0.0351    0.0601    0.0574    0.0574    0.0026    0.0026    0.7378    0.3858    0.0395    0.0207
         7         3         1    0.0352    0.0605    0.0578    0.0578    0.0026    0.0026    0.7347    0.3842    0.0398    0.0208
         7         3         1    0.0353    0.0609    0.0582    0.0582    0.0026    0.0026    0.7317    0.3826    0.0401    0.0210
         7         3         1    0.0354    0.0613    0.0586    0.0586    0.0026    0.0026    0.7286    0.3810    0.0404    0.0211
         7         3         1    0.0355    0.0617    0.0590    0.0590    0.0026    0.0026    0.7256    0.3794    0.0407    0.0213
         7         3         1    0.0356    0.0620    0.0594    0.0594    0.0026    0.0026    0.7226    0.3779    0.0410    0.0214
         7         3         1    0.0356    0.0624    0.0598    0.0598    0.0026    0.0026    0.7197    0.3763    0.0413    0.0216
         7         3         1    0.0357    0.0628    0.0602    0.0602    0.0026    0.0026    0.7167    0.3748    0.0416    0.0218
         7         3         1    0.0358    0.0632    0.0606    0.0606    0.0026    0.0026    0.7138    0.3732    0.0419    0.0219
         7         3         1    0.0359    0.0636    0.0610    0.0610    0.0026    0.0026    0.7109    0.3717    0.0422    0.0221
         7         3         1    0.0360    0.0640    0.0614    0.0614    0.0026    0.0026    0.7081    0.3702    0.0425    0.0222
         7         3         1    0.0361    0.0644    0.0618    0.0618    0.0026    0.0026    0.7052    0.3688    0.0428    0.0224
         7         3         1    0.0362    0.0648    0.0622    0.0622    0.0026    0.0026    0.7024    0.3673    0.0432    0.0226
         7         3         1    0.0363    0.0652    0.0626    0.0626    0.0026    0.0026    0.6996    0.3658    0.0435    0.0227
         7         3         1    0.0363    0.0656    0.0630    0.0630    0.0026    0.0026    0.6968    0.3644    0.0438    0.0229
         7         3         1    0.0364    0.0660    0.0634    0.0634    0.0026    0.0026    0.6941    0.3629    0.0441    0.0230
         7         3         1    0.0365    0.0664    0.0638    0.0638    0.0026    0.0026    0.6914    0.3615    0.0444    0.0232
         7         3         1    0.0366    0.0667    0.0642    0.0642    0.0026    0.0026    0.6887    0.3601    0.0447    0.0234
         7         3         1    0.0367    0.0671    0.0646    0.0646    0.0026    0.0026    0.6860    0.3587    0.0450    0.0235
         7         3         1    0.0368    0.0675    0.0650    0.0650    0.0026    0.0026    0.6833    0.3573    0.0453    0.0237
         7         3         1    0.0368    0.0679    0.0654    0.0654    0.0026    0.0026    0.6807    0.3559    0.0456    0.0239
         7         3         1    0.0369    0.0683    0.0658    0.0658    0.0025    0.0025    0.6780    0.3545    0.0459    0.0240
         7         3         1    0.0370    0.0687    0.0662    0.0662    0.0025    0.0025    0.6754    0.3532    0.0462    0.0242
         7         3         1    0.0371    0.0691    0.0666    0.0666    0.0025    0.0025    0.6728    0.3518    0.0465    0.0243
         7         3         1    0.0372    0.0695    0.0670    0.0670    0.0025    0.0025    0.6703    0.3505    0.0469    0.0245
         7         3         1    0.0373    0.0699    0.0674    0.0674    0.0025    0.0025    0.6677    0.3491    0.0472    0.0247
         8         3         1    0.1388    0.0851    0.0842    0.0842    0.0009    0.0009    5.4384   -2.7207    0.0532    0.0278
         8         3         1    0.0203    0.0250    0.0213    0.0213    0.0037    0.0037    1.2915    0.6753    0.0116    0.0060
         8         3         1    0.0205    0.0254    0.0217    0.0217    0.0037    0.0037    1.2810    0.6698    0.0118    0.0062
         8         3         1    0.0207    0.0257    0.0220    0.0220    0.0037    0.0037    1.2708    0.6645    0.0120    0.0063
         8         3         1    0.0209    0.0261    0.0224    0.0224    0.0037    0.0037    1.2609    0.6593    0.0122    0.0064
         8         3         1    0.0719    0.0303    0.0269    0.0269    0.0034    0.0034  -12.6053   15.4534    0.0150    0.0078
         8         3         1    0.0213    0.0268    0.0232    0.0232    0.0036    0.0036    1.2419    0.6493    0.0127    0.0066
         8         3         1    0.0214    0.0271    0.0235    0.0235    0.0036    0.0036    1.2327    0.6446    0.0129    0.0068
         8         3         1    0.0216    0.0275    0.0239    0.0239    0.0036    0.0036    1.2238    0.6399    0.0131    0.0069
         8         3         1    0.0218    0.0278    0.0243    0.0243    0.0035    0.0035    1.2150    0.6353    0.0134    0.0070
         8         3         1    0.0220    0.0282    0.0247    0.0247    0.0035    0.0035    1.2065    0.6308    0.0136    0.0071
         8         3         1    0.0222    0.0285    0.0250    0.0250    0.0035    0.0035    1.1981    0.6265    0.0138    0.0072
         8         3         1    0.0223    0.0289    0.0254    0.0254    0.0035    0.0035    1.1899    0.6222    0.0141    0.0073
         8         3         1    0.0225    0.0292    0.0258    0.0258    0.0034    0.0034    1.1819    0.6180    0.0143    0.0075
         8         3         1    0.0227    0.0296    0.0261    0.0261    0.0034    0.0034    1.1741    0.6139    0.0145    0.0076
         8         3         1    0.0228    0.0299    0.0265    0.0265    0.0034    0.0034    1.1664    0.6099    0.0147    0.0077
         8         3         1    0.0230    0.0303    0.0269    0.0269    0.0034    0.0034    1.1588    0.6059    0.0150    0.0078
         8         3         1    0.0232    0.0306    0.0272    0.0272    0.0034    0.0034    1.1514    0.6020    0.0152    0.0079
         8         3         1    0.0233    0.0310    0.0276    0.0276    0.0034    0.0034    1.1441    0.5982    0.0154    0.0081
         8         3         1    0.0612    0.0305    0.0271    0.0271    0.0034    0.0034    0.7337    1.1323    0.0151    0.0079
         8         3         1    0.0605    0.0299    0.0265    0.0265    0.0034    0.0034    0.9602    0.9193    0.0147    0.0077
         8         3         1    0.0637    0.0303    0.0269    0.0269    0.0034    0.0034    0.8465    1.0487    0.0150    0.0078
         8         3         1    0.0641    0.0304    0.0269    0.0269    0.0034    0.0034    0.9718    0.8985    0.0150    0.0078
         8         3         1    0.0668    0.0309    0.0275    0.0275    0.0034    0.0034    0.9801    0.8532    0.0154    0.0080
         8         3         1    0.0664    0.0304    0.0270    0.0270    0.0034    0.0034    1.0700    0.7933    0.0150    0.0079
         8         3         1    0.0245    0.0334    0.0302    0.0302    0.0032    0.0032    1.0963    0.5732    0.0170    0.0089
         8         3         1    0.0686    0.0304    0.0270    0.0270    0.0034    0.0034    1.1447    0.7135    0.0150    0.0079
         8         3         1    0.0705    0.0306    0.0272    0.0272    0.0034    0.0034    1.1523    0.6907    0.0152    0.0079
         8         3         1    0.0249    0.0345    0.0313    0.0313    0.0032    0.0032    1.0773    0.5633    0.0177    0.0093
         8         3         1    0.0722    0.0306    0.0272    0.0272    0.0034    0.0034    1.2161    0.6158    0.0152    0.0079
         8         3         1    0.0739    0.0304    0.0270    0.0270    0.0034    0.0034    1.2071    0.6521    0.0150    0.0079
         8         3         1    0.0254    0.0355    0.0324    0.0324    0.0031    0.0031    1.0591    0.5538    0.0184    0.0096
         8         3         1    0.0255    0.0359    0.0328    0.0328    0.0031    0.0031    1.0532    0.5507    0.0187    0.0098
         8         3         1    0.0256    0.0363    0.0331    0.0331    0.0031    0.0031    1.0474    0.5477    0.0189    0.0099
         8         3         1    0.0258    0.0366    0.0335    0.0335    0.0031    0.0031    1.0416    0.5447    0.0191    0.0100
         8         3         1    0.0259    0.0370    0.0339    0.0339    0.0031    0.0031    1.0360    0.5417    0.0194    0.0101
         8         3         1    0.0261    0.0373    0.0342    0.0342    0.0031    0.0031    1.0304    0.5388    0.0196    0.0102
         8         3         1    0.0262    0.0377    0.0346    0.0346    0.0031    0.0031    1.0248    0.5359    0.0198    0.0104
         8         3         1    0.0263    0.0380    0.0350    0.0350    0.0031    0.0031    1.0193    0.5330    0.0201    0.0105
         8         3         1    0.0265    0.0384    0.0354    0.0354    0.0030    0.0030    1.0139    0.5302    0.0203    0.0106
         8         3         1    0.0266    0.0388    0.0357    0.0357    0.0030    0.0030    1.0086    0.5274    0.0205    0.0107
         8         3         1    0.0268    0.0391    0.0361    0.0361    0.0030    0.0030    1.0033    0.5246    0.0208    0.0109
         8         3         1    0.0269    0.0395    0.0365    0.0365    0.0030    0.0030    0.9981    0.5219    0.0210    0.0110
         8         3         1    0.0270    0.0398    0.0368    0.0368    0.0030    0.0030    0.9929    0.5192    0.0212    0.0111
         8         3         1    0.0272    0.0402    0.0372    0.0372    0.0030    0.0030    0.9878    0.5165    0.0215    0.0112
         8         3         1    0.0273    0.0406    0.0376    0.0376    0.0030    0.0030    0.9828    0.5139    0.0217    0.0114
         8         3         1    0.0274    0.0409    0.0380    0.0380    0.0030    0.0030    0.9778    0.5113    0.0220    0.0115
         8         3         1    0.0276    0.0413    0.0383    0.0383    0.0030    0.0030    0.9728    0.5087    0.0222    0.0116
         8         3         1    0.0277    0.0417    0.0387    0.0387    0.0029    0.0029    0.9679    0.5061    0.0224    0.0117
         8         3         1    0.0278    0.0420    0.0391    0.0391    0.0029    0.0029    0.9631    0.5036    0.0227    0.0119
         8         3         1    0.0279    0.0424    0.0395    0.0395    0.0029    0.0029    0.9583    0.5011    0.0229    0.0120
         8         3         1    0.0281    0.0427    0.0398    0.0398    0.0029    0.0029    0.9536    0.4986    0.0232    0.0121
         8         3         1    0.0282    0.0431    0.0402    0.0402    0.0029    0.0029    0.9489    0.4962    0.0234    0.0122
         8         3         1    0.0283    0.0435    0.0406    0.0406    0.0029    0.0029    0.9443    0.4937    0.0237    0.0124
         8         3         1    0.0284    0.0438    0.0409    0.0409    0.0029    0.0029    0.9397    0.4913    0.0239    0.0125
         8         3         1    0.0286    0.0442    0.0413    0.0413    0.0029    0.0029    0.9352    0.4890    0.0241    0.0126
         8         3         1    0.0287    0.0446    0.0417    0.0417    0.0029    0.0029    0.9307    0.4866    0.0244    0.0127
         8         3         1    0.0288    0.0449    0.0421    0.0421    0.0029    0.0029    0.9262    0.4843    0.0246    0.0129
         8         3         1    0.0289    0.0453    0.0424    0.0424    0.0029    0.0029    0.9218    0.4820    0.0249    0.0130
         8         3         1    0.0290    0.0457    0.0428    0.0428    0.0028    0.0028    0.9174    0.4797    0.0251    0.0131
         8         3         1    0.0291    0.0460    0.0432    0.0432    0.0028    0.0028    0.9131    0.4775    0.0254    0.0133
         8         3         1    0.0293    0.0464    0.0436    0.0436    0.0028    0.0028    0.9089    0.4752    0.0256    0.0134
         8         3         1    0.0294    0.0468    0.0440    0.0440    0.0028    0.0028    0.9046    0.4730    0.0259    0.0135
         8         3         1    0.0295    0.0471    0.0443    0.0443    0.0028    0.0028    0.9004    0.4708    0.0261    0.0136
         8         3         1    0.0296    0.0475    0.0447    0.0447    0.0028    0.0028    0.8963    0.4686    0.0263    0.0138
         8         3         1    0.0297    0.0479    0.0451    0.0451    0.0028    0.0028    0.8922    0.4665    0.0266    0.0139
         8         3         1    0.0298    0.0483    0.0455    0.0455    0.0028    0.0028    0.8881    0.4644    0.0268    0.0140
         8         3         1    0.0299    0.0486    0.0458    0.0458    0.0028    0.0028    0.8840    0.4622    0.0271    0.0142
         8         3         1    0.0301    0.0490    0.0462    0.0462    0.0028    0.0028    0.8800    0.4602    0.0273    0.0143
         8         3         1    0.0302    0.0494    0.0466    0.0466    0.0028    0.0028    0.8761    0.4581    0.0276    0.0144
         8         3         1    0.0303    0.0497    0.0470    0.0470    0.0028    0.0028    0.8722    0.4560    0.0278    0.0146
         8         3         1    0.0304    0.0501    0.0474    0.0474    0.0028    0.0028    0.8683    0.4540    0.0281    0.0147
         8         3         1    0.0305    0.0505    0.0477    0.0477    0.0027    0.0027    0.8644    0.4520    0.0283    0.0148
         8         3         1    0.0306    0.0509    0.0481    0.0481    0.0027    0.0027    0.8606    0.4500    0.0286    0.0149
         8         3         1    0.0307    0.0512    0.0485    0.0485    0.0027    0.0027    0.8568    0.4480    0.0288    0.0151
         8         3         1    0.0308    0.0516    0.0489    0.0489    0.0027    0.0027    0.8531    0.4460    0.0291    0.0152
         8         3         1    0.0309    0.0520    0.0493    0.0493    0.0027    0.0027    0.8493    0.4441    0.0293    0.0153
         8         3         1    0.0310    0.0524    0.0496    0.0496    0.0027    0.0027    0.8456    0.4422    0.0296    0.0155
         8         3         1    0.0311    0.0527    0.0500    0.0500    0.0027    0.0027    0.8420    0.4403    0.0299    0.0156
         8         3         1    0.0312    0.0531    0.0504    0.0504    0.0027    0.0027    0.8384    0.4384    0.0301    0.0157
         8         3         1    0.0313    0.0535    0.0508    0.0508    0.0027    0.0027    0.8348    0.4365    0.0304    0.0159
         8         3         1    0.0314    0.0539    0.0512    0.0512    0.0027    0.0027    0.8312    0.4346    0.0306    0.0160
         8         3         1    0.0315    0.0542    0.0516    0.0516    0.0027    0.0027    0.8277    0.4328    0.0309    0.0161
         8         3         1    0.0316    0.0546    0.0519    0.0519    0.0027    0.0027    0.8242    0.4310    0.0311    0.0163
         8         3         1    0.0317    0.0550    0.0523    0.0523    0.0027    0.0027    0.8207    0.4291    0.0314    0.0164
         8         3         1    0.0318    0.0554    0.0527    0.0527    0.0027    0.0027    0.8173    0.4274    0.0316    0.0165
         8         3         1    0.0319    0.0557    0.0531    0.0531    0.0027    0.0027    0.8139    0.4256    0.0319    0.0167
         8         3         1    0.0320    0.0561    0.0535    0.0535    0.0027    0.0027    0.8105    0.4238    0.0321    0.0168
         8         3         1    0.0321    0.0565    0.0539    0.0539    0.0026    0.0026    0.8072    0.4220    0.0324    0.0169
         8         3         1    0.0322    0.0569    0.0542    0.0542    0.0026    0.0026    0.8038    0.4203    0.0327    0.0171
         8         3         1    0.0323    0.0573    0.0546    0.0546    0.0026    0.0026    0.8005    0.4186    0.0329    0.0172
         8         3         1    0.0324    0.0576    0.0550    0.0550    0.0026    0.0026    0.7973    0.4169    0.0332    0.0173
         8         3         1    0.0325    0.0580    0.0554    0.0554    0.0026    0.0026    0.7940    0.4152    0.0334    0.0175
         8         3         1    0.0326    0.0584    0.0558    0.0558    0.0026    0.0026    0.7908    0.4135    0.0337    0.0176
         8         3         1    0.0327    0.0588    0.0562    0.0562    0.0026    0.0026    0.7876    0.4118    0.0339    0.0178
         8         3         1    0.0328    0.0592    0.0566    0.0566    0.0026    0.0026    0.7845    0.4102    0.0342    0.0179
         8         3         1    0.0329    0.0595    0.0569    0.0569    0.0026    0.0026    0.7813    0.4085    0.0345    0.0180
         8         3         1    0.0330    0.0599    0.0573    0.0573    0.0026    0.0026    0.7782    0.4069    0.0347    0.0182
         8         3         1    0.0331    0.0603    0.0577    0.0577    0.0026    0.0026    0.7751    0.4053    0.0350    0.0183
         8         3         1    0.0331    0.0607    0.0581    0.0581    0.0026    0.0026    0.7721    0.4037    0.0352    0.0184
         8         3         1    0.0332    0.0611    0.0585    0.0585    0.0026    0.0026    0.7690    0.4021    0.0355    0.0186
         8         3         1    0.0333    0.0615    0.0589    0.0589    0.0026    0.0026    0.7660    0.4005    0.0358    0.0187
         8         3         1    0.0334    0.0618    0.0593    0.0593    0.0026    0.0026    0.7630    0.3990    0.0360    0.0188
         8         3         1    0.0335    0.0622    0.0597    0.0597    0.0026    0.0026    0.7601    0.3974    0.0363    0.0190
         8         3         1    0.0336    0.0626    0.0600    0.0600    0.0026    0.0026    0.7571    0.3959    0.0366    0.0191
         8         3         1    0.0337    0.0630    0.0604    0.0604    0.0026    0.0026    0.7542    0.3944    0.0368    0.0193
         8         3         1    0.0338    0.0634    0.0608    0.0608    0.0026    0.0026    0.7513    0.3929    0.0371    0.0194
         8         3         1    0.0338    0.0638    0.0612    0.0612    0.0025    0.0025    0.7484    0.3913    0.0373    0.0195
         8         3         1    0.0339    0.0641    0.0616    0.0616    0.0025    0.0025    0.7456    0.3899    0.0376    0.0197
         8         3         1    0.0340    0.0645    0.0620    0.0620    0.0025    0.0025    0.7428    0.3884    0.0379    0.0198
         8         3         1    0.0341    0.0649    0.0624    0.0624    0.0025    0.0025    0.7400    0.3869    0.0381    0.0199
         8         3         1    0.0342    0.0653    0.0628    0.0628    0.0025    0.0025    0.7372    0.3855    0.0384    0.0201
         8         3         1    0.0343    0.0657    0.0632    0.0632    0.0025    0.0025    0.7344    0.3840    0.0387    0.0202
         8         3         1    0.0344    0.0661    0.0635    0.0635    0.0025    0.0025    0.7317    0.3826    0.0389    0.0204
         8         3         1    0.0344    0.0664    0.0639    0.0639    0.0025    0.0025    0.7289    0.3812    0.0392    0.0205
         8         3         1    0.0345    0.0668    0.0643    0.0643    0.0025    0.0025    0.7262    0.3797    0.0395    0.0206
         8         3         1    0.0346    0.0672    0.0647    0.0647    0.0025    0.0025    0.7236    0.3783    0.0397    0.0208
         8         3         1    0.0347    0.0676    0.0651    0.0651    0.0025    0.0025    0.7209    0.3769    0.0400    0.0209
         8         3         1    0.0348    0.0680    0.0655    0.0655    0.0025    0.0025    0.7183    0.3756    0.0403    0.0211
         8         3         1    0.0348    0.0684    0.0659    0.0659    0.0025    0.0025    0.7156    0.3742    0.0405    0.0212
         8         3         1    0.0349    0.0688    0.0663    0.0663    0.0025    0.0025    0.7130    0.3728    0.0408    0.0213
